date,symbol,underlier,is_spx_family,bias,right,strike,expiry,is_0dte,qty,entry_time,exit_time,hold_min,entry_px,exit_px,pnl,result,status,n_entry_fills
2021-06-09,CLOV210716P00012000,CLOV,False,bear,P,12.0,2021-07-16,False,2,2021-06-09 10:17:13,2021-06-18 10:13:56,12956.7,1.45,1.67,44.0,WIN,closed,1
2021-06-09,CLOV210716P00012000,CLOV,False,bear,P,12.0,2021-07-16,False,1,2021-06-09 10:19:41,2021-06-09 10:19:41,0.0,1.4,1.4,0.0,LOSS,unclosed,1
2021-06-09,SPY210609P00422000,SPY,True,bear,P,422.0,2021-06-09,True,4,2021-06-09 10:52:05,2021-06-09 13:02:15,130.2,0.247,0.14,-43.0,LOSS,closed,2
2021-06-09,CLSK210618C00020000,CLSK,False,bull,C,20.0,2021-06-18,False,3,2021-06-09 11:47:49,2021-06-09 11:58:16,10.4,1.5,1.26,-72.0,LOSS,closed,1
2021-06-09,CLF210611C00024000,CLF,False,bull,C,24.0,2021-06-11,False,3,2021-06-09 12:02:03,2021-06-09 12:48:43,46.7,0.38,1.0,186.0,WIN,closed,1
2021-06-09,CLF210611C00024000,CLF,False,bull,C,24.0,2021-06-11,False,2,2021-06-09 12:02:03,2021-06-10 10:22:21,1340.3,0.38,0.68,60.0,WIN,closed,1
2021-06-09,HEPA210618C00002500,HEPA,False,bull,C,2.5,2021-06-18,False,5,2021-06-09 12:58:42,2021-06-09 12:58:42,0.0,0.1,0.1,0.0,LOSS,unclosed,1
2021-06-09,TLRY210618C00030000,TLRY,False,bull,C,30.0,2021-06-18,False,1,2021-06-09 14:51:53,2021-06-09 14:51:53,0.0,1.26,1.26,0.0,LOSS,unclosed,1
2021-06-09,BARK210618P00010000,BARK,False,bear,P,10.0,2021-06-18,False,1,2021-06-09 15:09:37,2021-06-09 15:09:37,0.0,0.35,0.35,0.0,LOSS,unclosed,1
2021-06-10,NET210611C00091000,NET,False,bull,C,91.0,2021-06-11,False,2,2021-06-10 09:34:49,2021-06-10 09:49:13,14.4,0.97,1.5,106.0,WIN,closed,1
2021-06-10,TSLA210611C00620000,TSLA,False,bull,C,620.0,2021-06-11,False,1,2021-06-10 09:35:36,2021-06-10 10:48:50,73.2,4.5,2.5,-200.0,LOSS,closed,1
2021-06-10,UWMC210618C00012000,UWMC,False,bull,C,12.0,2021-06-18,False,2,2021-06-10 09:41:05,2021-06-10 09:41:05,0.0,0.65,0.65,0.0,LOSS,unclosed,1
2021-06-10,CVX210716C00115000,CVX,False,bull,C,115.0,2021-07-16,False,4,2021-06-10 10:11:07,2021-06-10 10:11:07,0.0,1.2,1.2,0.0,LOSS,unclosed,1
2021-06-10,FCX210611C00041000,FCX,False,bull,C,41.0,2021-06-11,False,1,2021-06-10 10:32:56,2021-06-10 10:43:37,10.7,0.44,0.24,-20.0,LOSS,closed,1
2021-06-10,UPS210611C00205000,UPS,False,bull,C,205.0,2021-06-11,False,1,2021-06-10 11:23:18,2021-06-10 11:32:46,9.5,0.46,0.41,-5.0,LOSS,closed,1
2021-06-10,CVX210716C00115000,CVX,False,bull,C,115.0,2021-07-16,False,1,2021-06-10 11:44:11,2021-06-10 11:44:11,0.0,1.11,1.11,0.0,LOSS,unclosed,1
2021-06-10,PINS210618C00068000,PINS,False,bull,C,68.0,2021-06-18,False,2,2021-06-10 12:27:17,2021-06-10 14:33:23,126.1,1.38,1.52,28.0,WIN,closed,1
2021-06-10,CVX210716C00115000,CVX,False,bull,C,115.0,2021-07-16,False,2,2021-06-10 14:57:28,2021-06-10 14:57:28,0.0,1.11,1.11,0.0,LOSS,unclosed,1
2021-06-10,SPY210611P00422500,SPY,True,bear,P,422.5,2021-06-11,True,1,2021-06-10 15:14:20,2021-06-11 09:34:56,1100.6,0.53,0.2,-33.0,LOSS,closed,1
2021-06-11,SQ210611P00217500,SQ,False,bear,P,217.5,2021-06-11,True,1,2021-06-11 09:45:52,2021-06-11 16:00:00,374.1,0.65,0.0,-65.0,LOSS,expired_worthless,1
2021-06-11,AMC210611C00050000,AMC,False,bull,C,50.0,2021-06-11,True,1,2021-06-11 09:58:18,2021-06-11 13:09:40,191.4,0.38,0.58,20.0,WIN,closed,1
2021-06-11,NIO210618P00041000,NIO,False,bear,P,41.0,2021-06-18,False,2,2021-06-11 09:59:58,2021-06-14 09:39:03,4299.1,0.33,0.1,-46.0,LOSS,closed,1
2021-06-11,AMC210611C00045000,AMC,False,bull,C,45.0,2021-06-11,True,1,2021-06-11 12:43:39,2021-06-11 12:55:45,12.1,1.06,1.33,27.0,WIN,closed,1
2021-06-16,SPY210616C00424000,SPY,True,bull,C,424.0,2021-06-16,True,1,2021-06-16 12:27:19,2021-06-16 16:00:00,212.7,0.83,0.0,-83.0,LOSS,expired_worthless,1
2021-06-18,AMC210618C00082000,AMC,False,bull,C,82.0,2021-06-18,True,2,2021-06-18 09:54:40,2021-06-18 11:14:13,79.5,0.35,0.12,-46.0,LOSS,closed,1
2021-06-18,NVDA210618C00795000,NVDA,False,bull,C,795.0,2021-06-18,True,2,2021-06-18 09:58:47,2021-06-18 11:14:05,75.3,0.865,0.22,-129.0,LOSS,closed,2
2021-06-18,SPY210618C00418000,SPY,True,bull,C,418.0,2021-06-18,True,1,2021-06-18 10:40:27,2021-06-18 11:14:35,34.1,0.65,0.33,-32.0,LOSS,closed,1
2021-06-29,SRNE210716C00011000,SRNE,False,bull,C,11.0,2021-07-16,False,5,2021-06-29 09:53:57,2021-07-01 10:28:04,2914.1,0.53,0.65,60.0,WIN,closed,1
