nearest_level,wick_favor,level_sweep_favor,hold_bars,structure_align,event_recency,body_favor,vwap_streak,touch_count,ribbon_slope_favor,abs_level_dist,episode_id,entry_ts,bias,pnl,qty,spy_entry,spy_exit,dir_ok,year,is_test
PDL,0.031249999999972244,0.0,6.0,1.0,0.1111111111111111,0.9687500000000278,12.0,9.0,0.04738987579391285,0.5459770114942586,632,2022-04-29 14:51:05,bear,14.000000000000002,1,415.32,415.52,0,2022,False
PDC,0.350253807106593,1.0,2.0,1.0,1.0,0.6192893401015281,2.0,8.0,0.0893173280642312,0.36901264839406256,635,2022-05-02 10:25:28,bull,660.0,2,413.43,415.22,1,2022,False
PDH,0.1041666666666864,0.0,0.0,0.0,0.0,-0.8958333333333136,-3.0,0.0,-0.0026082760778756153,0.02885517108712765,636,2022-05-03 10:08:36,bear,120.00000000000011,2,415.99,414.32,1,2022,False
PDC,0.040178571428585476,1.0,1.0,1.0,0.2,0.6919642857142626,-3.0,10.0,-0.12662228007762621,0.06994693680655306,637,2022-05-03 10:57:31,bull,105.0,1,414.89,416.28,1,2022,False
PDC,0.12857142857147613,1.0,2.0,0.0,0.0,0.642857142857137,3.0,5.0,0.04919146675865793,0.18014555761054485,640,2022-05-04 10:06:48,bear,-29.999999999999982,2,415.58,414.3,1,2022,False
PDL,0.057971014492705863,0.0,6.0,-1.0,-0.3333333333333333,0.46376811594214123,-12.0,0.0,0.004269878331775168,0.24674036624012796,641,2022-05-04 11:48:47,bull,250.0,1,414.41,417.6,1,2022,False
PDH,0.01102941176469574,0.0,6.0,1.0,0.09090909090909091,0.9374999999999739,12.0,6.0,0.1093203724584546,2.2343168146662817,642,2022-05-04 15:38:46,bull,-152.0,2,428.28,422.71,0,2022,False
PDC,0.6944444444444181,0.0,5.0,0.0,0.0,0.12499999999996053,5.0,0.0,0.37050751625409273,1.6710170597557417,644,2022-05-05 09:57:58,bear,179.99999999999997,1,421.91,420.22,1,2022,False
PDL,0.0,0.0,0.0,0.0,0.0,-0.8901098901099237,12.0,0.0,0.029594775847074928,0.7360050275548646,645,2022-05-05 11:01:30,bear,440.00000000000006,2,416.765,415.74,1,2022,False
PDL,0.3586956521739117,0.0,6.0,1.0,0.08333333333333333,-0.4456521739130287,12.0,5.0,-0.012535421030068772,1.08692973159491,651,2022-05-09 11:07:01,bear,160.00000000000014,3,401.32,400.125,1,2022,False
PDC,0.044117647058812055,1.0,3.0,1.0,0.1111111111111111,-0.8333333333333426,12.0,3.0,0.12903901044121202,0.035152915181035915,655,2022-05-10 11:22:18,bear,189.99999999999983,2,398.12,396.77,1,2022,False
PDL,0.5864661654135204,1.0,3.0,-1.0,-0.09090909090909091,0.33834586466169236,-12.0,2.0,-0.009574174090209997,0.17905780288511863,656,2022-05-10 11:30:28,bull,44.99999999999999,1,397.23,398.57,1,2022,False
PDL,0.22395833333333504,1.0,4.0,1.0,1.0,0.510416666666672,12.0,10.0,0.030167485569287944,0.30011096539896975,657,2022-05-10 12:37:40,bear,-305.0,3,395.33,399.46,0,2022,False
PDC,0.008474576271178685,1.0,3.0,1.0,0.3333333333333333,0.9025423728813488,1.0,10.0,0.22533111615126167,0.5812785617435923,659,2022-05-10 13:44:07,bull,100.0,2,400.575,402.41,1,2022,False
PDC,0.07397959183673962,1.0,1.0,0.0,0.0,0.8979591836734611,1.0,1.0,-0.017020699450309706,0.34328956600180316,662,2022-05-11 09:48:51,bull,-79.99999999999999,1,400.45,402.32,1,2022,False
PDC,0.5611510791366945,0.0,0.0,0.0,0.0,-0.01438848920861956,-3.0,2.0,-0.2970158141487045,0.8269018743109147,663,2022-05-11 09:55:44,bear,-320.0000000000001,2,402.38,401.65,1,2022,False
PDH,0.23557692307692926,0.0,0.0,0.0,0.0,0.5697115384615166,3.0,0.0,0.06156696174923759,0.7806439697100376,664,2022-05-11 10:25:20,bull,-149.99999999999994,1,402.905,402.85,0,2022,False
PDL,0.5958188153310142,0.0,4.0,0.0,0.0,-0.19512195121951653,-2.0,0.0,0.12384023284314205,0.6173626878236749,667,2022-05-12 09:50:45,bear,-1380.0,6,389.57,394.64,0,2022,False
PDC,0.05454545454547271,0.0,0.0,-1.0,-0.25,0.9454545454545273,-12.0,5.0,-0.13932218226930804,0.34630270930942064,669,2022-05-12 11:16:15,bear,390.0,1,394.08,390.37,1,2022,False
PDH,0.18811881188118756,1.0,4.0,0.0,0.0,-0.5544554455445617,3.0,1.0,0.29861760124405556,0.33608773658806435,672,2022-05-13 09:51:37,bull,200.0,2,397.06,398.6,1,2022,False
PDH,0.7285714285714274,0.0,6.0,0.0,0.0,0.057142857142887304,9.0,1.0,-0.034993151433848624,1.028479013468786,673,2022-05-13 10:23:25,bull,-250.0,1,399.8,399.97,1,2022,False
PDH,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,-0.23994723780853544,0.23270782789523992,676,2022-05-17 09:51:32,bear,50.0,1,404.88,404.63,1,2022,False
PDH,0.4799999999999424,0.0,6.0,0.0,0.0,-0.5200000000000576,-1.0,0.0,-0.02015241379866861,0.36143981779470646,677,2022-05-17 10:28:37,bull,-65.00000000000003,1,405.4,404.18,0,2022,False
PDH,0.7254901960784532,0.0,0.0,1.0,0.5,-0.17647058823524822,3.0,0.0,0.10140602994752612,0.09902460761499476,678,2022-05-17 10:36:07,bear,-25.0,1,404.34,404.37,0,2022,False
PDH,0.24528301886800952,1.0,2.0,1.0,0.25,0.5660377358489392,5.0,1.0,0.1404870140840897,0.17576867851660793,679,2022-05-17 10:49:24,bear,-259.99999999999994,3,403.23,404.37,0,2022,False
PDH,0.3846153846153717,1.0,4.0,0.0,0.0,-0.36094674556213874,-2.0,0.0,-0.16208441555012332,0.002539618041441649,680,2022-05-23 09:53:45,bear,230.0,2,393.75,391.09,1,2022,False
PDH,0.3450704225352138,0.0,6.0,1.0,0.3333333333333333,-0.5633802816901425,4.0,2.0,0.18576755419910107,0.4342746850873547,681,2022-05-23 10:17:03,bear,-95.0,1,392.05,393.02,0,2022,False
PDH,0.10869565217392917,0.0,6.0,1.0,0.3333333333333333,0.8043478260869028,12.0,10.0,0.06408443983990653,0.7288703778951744,682,2022-05-23 14:01:58,bull,5.000000000000004,1,396.63,397.16,1,2022,False
PDL,0.5701754385964781,0.0,0.0,0.0,0.0,0.2543859649123017,4.0,0.0,0.2243353122242553,0.2715163934426279,684,2022-05-24 09:52:41,bear,180.00000000000006,2,391.46,390.75,1,2022,False
PDL,0.17721518987346782,0.0,0.0,0.0,0.0,0.7468354430379237,6.0,0.0,0.10757285962595953,0.08965163934426812,685,2022-05-24 10:01:51,bear,120.0,1,390.75,388.435,1,2022,False
PDH,0.4072398190045184,0.0,0.0,-1.0,-1.0,-0.42081447963801605,-1.0,10.0,-0.019450676780730092,0.08857395925598865,691,2022-05-25 14:09:20,bear,-59.99999999999999,1,395.5,394.0,1,2022,False
PDC,0.4220183486238542,0.0,0.0,1.0,0.5,-0.4648318042813426,-1.0,10.0,-0.00019539743085772443,0.010151253679835381,692,2022-05-25 14:11:22,bull,79.99999999999999,1,394.0,394.65,1,2022,False
PDH,0.0,0.0,5.0,0.0,0.0,0.8202247191011566,5.0,1.0,0.1486755338551582,0.7460631399744733,696,2022-05-26 09:56:16,bull,-89.99999999999994,3,402.41,403.315,1,2022,False
PDH,0.31067961165054225,0.0,6.0,0.0,0.0,-0.05825242718441458,7.0,1.0,0.09289947602937332,0.7936309240667905,697,2022-05-26 10:07:37,bull,230.0,2,402.6,404.67,1,2022,False
PDH,0.264957264957299,0.0,6.0,1.0,0.125,-0.05128205128200145,12.0,1.0,-0.07954412655746257,1.547204766792687,698,2022-05-26 13:34:35,bull,-130.0,1,405.61,405.92,1,2022,False
PDH,0.018518518518502145,0.0,4.0,0.0,0.0,0.855555555555557,4.0,0.0,0.22547540565314161,0.8598874775815002,701,2022-05-27 09:52:05,bull,50.0,1,410.53,411.005,1,2022,False
PDH,0.8110236220472511,0.0,0.0,0.0,0.0,0.007874015748023742,-6.0,0.0,-0.16627587931277166,0.9802717244429271,702,2022-05-27 10:01:21,bear,-39.99999999999999,1,411.02,411.25,0,2022,False
PDH,0.18867924528296423,0.0,6.0,0.0,0.0,0.4905660377359644,9.0,0.0,0.039516110215020994,1.1080264353978908,704,2022-05-27 10:16:10,bull,-135.0,2,411.54,411.47,0,2022,False
PDH,0.0,0.0,6.0,1.0,0.1,0.8539325842696658,12.0,0.0,-0.054859769282833426,1.3070289659238954,705,2022-05-27 12:33:46,bull,264.99999999999994,2,412.35,413.44,1,2022,False
PDL,0.0,0.0,0.0,0.0,0.0,0.7321428571428988,3.0,0.0,0.27949659641441915,0.6449714299727738,708,2022-05-31 09:49:25,bear,-180.00000000000006,3,410.4,411.8,0,2022,False
PDH,0.07246376811595874,0.0,6.0,1.0,0.3333333333333333,-0.8550724637681649,-1.0,0.0,-0.03349451417488103,0.8547008547008628,709,2022-05-31 10:24:32,bear,10.000000000000009,1,411.8,412.27,0,2022,False
PDH,0.3099415204678343,0.0,6.0,-1.0,-0.5,0.6900584795321657,-3.0,0.0,-0.10471688501629828,0.8859997592391977,710,2022-05-31 10:30:30,bear,-130.0,1,411.67,412.12,0,2022,False
PDC,0.24324324324323632,0.0,4.0,0.0,0.0,-0.6666666666667008,-4.0,0.0,0.027476863178532707,0.3269081751259284,711,2022-06-01 09:52:18,bull,-155.0,1,414.31,414.96,1,2022,False
PDH,0.17499999999998045,0.0,6.0,0.0,0.0,0.35000000000003195,6.0,0.0,-0.02857268464686591,0.3577860487453455,712,2022-06-01 10:01:11,bear,270.0,1,414.96,414.24,1,2022,False
PDC,0.2990654205607432,1.0,2.0,1.0,0.5,0.5514018691589118,9.0,1.0,0.14417976908497332,0.2252034095311939,713,2022-06-01 10:16:22,bear,80.00000000000007,2,412.03,410.75,1,2022,False
PDL,0.018518518518501947,0.0,6.0,-1.0,-0.3333333333333333,-0.981481481481498,-10.0,0.0,-0.2107519360864174,0.17559690754336277,714,2022-06-01 10:20:35,bull,-60.00000000000001,3,410.75,410.79,1,2022,False
PDL,0.8913043478260574,0.0,0.0,1.0,0.25,-0.1086956521739426,11.0,0.0,0.20137111111877548,0.18535229129577058,715,2022-06-01 10:28:07,bear,200.0,1,410.79,409.69,1,2022,False
PDL,0.04705882352943458,0.0,6.0,-1.0,-0.2,-0.5999999999999732,-12.0,0.0,-0.1869539815631982,0.06828768626685466,716,2022-06-01 10:31:52,bull,-80.0,1,410.31,409.69,0,2022,False
PDL,0.0,0.0,0.0,-1.0,-0.5,-0.13008130081299235,-12.0,8.0,-0.02914912275432391,0.6072726385874083,717,2022-06-01 11:51:33,bull,-6.0,1,407.54,407.67,1,2022,False
PDC,0.01724137931032962,0.0,0.0,0.0,0.0,-0.9482758620690112,-1.0,1.0,-0.06945540229272851,0.2856375576768211,719,2022-06-02 09:55:32,bull,379.9999999999999,2,408.44,408.31,0,2022,False
PDC,0.0,1.0,1.0,0.0,0.0,0.9267241379310274,1.0,1.0,0.0608247641972981,0.18798369180439423,720,2022-06-02 10:18:47,bull,390.0,4,410.38,410.94,1,2022,False
PDC,0.34210526315788686,0.0,6.0,1.0,0.14285714285714285,0.5789473684209818,12.0,6.0,-0.02086328046282393,0.742169380630342,721,2022-06-02 12:17:19,bull,165.0,2,412.65,414.55,1,2022,False
PDC,0.0,0.0,0.0,0.0,0.0,0.8571428571428654,1.0,0.0,-0.07727461979882833,1.0158851858063644,723,2022-06-03 10:02:48,bull,-270.0,1,413.13,413.19,1,2022,False
PDL,0.11250000000004619,0.0,6.0,-1.0,-0.2,-0.5124999999999893,-12.0,0.0,-0.019871965359230526,0.7013535755521216,726,2022-06-03 11:26:37,bull,740.0,4,409.925,412.16,1,2022,False
PDH,0.18085106382974414,1.0,6.0,0.0,0.0,0.7978723404255339,1.0,3.0,0.07373681218636463,0.25602627892371554,729,2022-06-06 10:03:32,bull,-535.0,4,415.08,415.88,1,2022,False
PDH,0.24390243902437841,0.0,0.0,1.0,1.0,0.7439024390244131,1.0,4.0,0.08198466618554168,0.3091638085116699,731,2022-06-06 11:11:12,bear,1159.9999999999998,4,415.3,414.43,1,2022,False
PDH,0.051401869158885206,0.0,0.0,1.0,1.0,0.7242990654205441,-12.0,10.0,0.06291469680343997,0.27293367470170304,732,2022-06-06 13:42:05,bull,-19.99999999999993,3,412.89,413.29,1,2022,False
PDH,0.7999999999999494,0.0,0.0,1.0,0.3333333333333333,-0.06666666666672562,-12.0,10.0,0.10133719205269731,0.16907395777981948,733,2022-06-06 13:51:03,bull,-99.99999999999996,1,413.32,413.21,0,2022,False
PDL,0.014705882352927654,0.0,3.0,0.0,0.0,-0.5588235294117524,-3.0,0.0,0.14746799233538166,0.26304893197262036,735,2022-06-07 09:49:53,bear,-185.00000000000009,4,409.49,409.41,1,2022,False
PDC,0.1316614420062592,0.0,0.0,1.0,1.0,0.7899686520376265,3.0,0.0,0.08172209774647277,0.08501542422697517,738,2022-06-07 10:32:36,bull,140.0,1,411.34,412.15,1,2022,False
PDC,0.1316614420062592,0.0,0.0,1.0,1.0,0.7899686520376265,3.0,0.0,0.08172209774647277,0.08501542422697517,739,2022-06-07 10:34:00,bull,275.0,2,411.34,412.15,1,2022,False
PDC,0.2205882352941656,1.0,3.0,1.0,0.25,0.26470588235286496,6.0,1.0,0.20047797937153833,0.34006169690785626,740,2022-06-07 10:48:38,bull,-110.0,2,413.09,413.445,1,2022,False
PDC,0.0,1.0,3.0,1.0,1.0,0.2857142857142548,5.0,10.0,0.05376854248555496,0.10930554543466808,741,2022-06-07 12:48:16,bull,45.000000000000014,2,412.14,413.37,1,2022,False
PDC,0.09999999999991474,0.0,0.0,-1.0,-0.09090909090909091,0.9000000000000853,-12.0,10.0,-0.0042434299838189915,0.34977774539095563,742,2022-06-07 13:37:46,bear,-55.00000000000001,1,413.13,413.26,0,2022,False
PDC,0.29411764705886284,0.0,6.0,1.0,0.07142857142857142,-0.132352941176505,12.0,10.0,-0.014785121820048985,0.3643518181155825,743,2022-06-07 13:53:03,bull,-95.0,1,413.19,413.2,1,2022,False
PDH,0.14795918367345667,0.0,0.0,1.0,1.0,0.8418367346938992,12.0,0.0,0.016459682036717993,0.5569158384944095,744,2022-06-07 14:10:52,bull,119.99999999999991,2,414.26,414.55,1,2022,False
PDH,0.46969696969690966,0.0,0.0,1.0,0.2,0.34848484848489286,12.0,0.0,0.0087797864464223,0.5161073503288649,745,2022-06-07 14:32:15,bull,40.000000000000014,2,414.43,414.74,1,2022,False
PDC,0.3333333333333684,0.0,0.0,0.0,0.0,0.6111111111111228,5.0,0.0,0.008493383380292485,0.031268791340943736,747,2022-06-08 09:59:26,bull,-370.0,2,415.62,415.15,0,2022,False
PDC,0.1750000000000515,0.0,0.0,-1.0,0.0,0.81249999999996,1.0,2.0,-0.0020259370389519304,0.21166566446181312,748,2022-06-08 11:17:11,bull,-125.0,2,414.87,415.32,1,2022,False
PDC,0.0,0.0,6.0,1.0,0.07142857142857142,0.6578947368420147,12.0,3.0,-0.01640132013638329,0.9092002405291622,750,2022-06-08 13:33:00,bear,-819.9999999999999,8,411.97,411.59,1,2022,False
PDC,0.5666666666666983,0.0,0.0,-1.0,-0.2,-0.2833333333332544,-12.0,3.0,0.04477589364384471,0.9813589897775032,751,2022-06-08 13:56:23,bull,-145.00000000000003,1,411.67,411.71,1,2022,False
PDC,0.0,1.0,1.0,0.0,0.0,0.9294117647058768,-4.0,2.0,-0.10497347626363673,0.09238998298078949,754,2022-06-09 10:07:36,bear,140.00000000000003,1,410.92,409.77,1,2022,False
PDL,0.06722689075628928,1.0,1.0,0.0,0.0,0.9075630252101201,1.0,4.0,-0.028752788907859816,0.15107580594069248,755,2022-06-09 10:11:45,bear,-284.99999999999994,3,409.77,409.75,1,2022,False
PDL,0.0,1.0,0.0,0.0,0.0,-0.75,-3.0,7.0,-0.027381825312122743,0.07310119642292001,758,2022-06-09 10:32:48,bear,55.00000000000001,1,410.69,410.94,0,2022,False
PDL,0.4052044609665635,0.0,5.0,0.0,0.0,0.5576208178438784,1.0,0.0,0.17909399539841608,2.0376136505168785,761,2022-06-10 09:56:00,bear,169.99999999999994,3,393.27,390.39,1,2022,False
PDL,0.6323529411764742,0.0,6.0,0.0,0.0,-0.02205882352939148,12.0,0.0,-0.2393917183917127,2.351475899862998,762,2022-06-10 10:58:28,bear,20.000000000000018,2,392.01,389.92,1,2022,False
PDL,0.03529411764709266,0.0,6.0,1.0,0.3333333333333333,-0.8941176470587889,12.0,0.0,-0.06862937713744133,2.6777930003736405,763,2022-06-10 11:48:53,bear,-95.0,3,390.7,391.52,0,2022,False
PDL,0.6266666666666273,0.0,6.0,0.0,0.0,0.2400000000000091,5.0,0.0,0.21499784784981824,2.5579844006568098,764,2022-06-13 10:04:47,bear,94.99999999999996,1,379.79,378.5,1,2022,False
PDL,0.0,0.0,6.0,1.0,0.5,0.8389830508474527,9.0,0.0,0.00015460498783426146,3.168616584564854,765,2022-06-13 10:24:59,bear,-50.0,2,377.41,377.505,0,2022,False
PDL,0.5853658536584656,0.0,6.0,1.0,0.08333333333333333,0.04878048780497611,12.0,0.0,-0.09638766481577798,3.717672413793105,767,2022-06-13 11:10:32,bear,-340.00000000000006,2,375.27,375.9,0,2022,False
PDL,0.03496503496500439,0.0,6.0,-1.0,-1.0,-0.9370629370629922,12.0,0.0,-0.18866203369038992,3.214798850574707,768,2022-06-13 11:21:43,bear,-65.00000000000001,1,377.23,378.19,0,2022,False
PDC,0.006578947368452299,1.0,1.0,0.0,0.0,0.9934210526315477,2.0,0.0,-0.10402241956897207,0.14930148235042795,769,2022-06-14 09:49:15,bear,-660.0000000000001,3,374.52,377.55,0,2022,False
PDC,0.0,1.0,3.0,0.0,0.0,0.9587628865979744,2.0,3.0,0.16212140315957635,0.6585261810813758,770,2022-06-14 10:00:38,bull,-670.0000000000001,1,377.55,375.38,0,2022,False
PDL,0.028571428571481934,0.0,0.0,-1.0,-0.045454545454545456,-0.5999999999999838,-12.0,3.0,-0.07321686180222775,0.008035786033799841,771,2022-06-14 12:17:58,bull,-25.0,1,373.3,373.47,1,2022,False
PDH,0.33695652173916807,0.0,0.0,-1.0,-0.5,-0.597826086956425,-5.0,10.0,-0.09463047700316585,0.45910401947554247,773,2022-06-15 13:02:28,bull,0.0,1,376.175,376.78,1,2022,False
PDC,0.7179487179487265,0.0,6.0,-1.0,-0.5,-0.014652014652001229,-2.0,0.0,-0.06647636371033272,0.5109274269052833,774,2022-06-15 14:12:02,bull,-35.0,1,375.74,374.83,0,2022,False
PDC,0.5742971887549979,0.0,0.0,1.0,0.16666666666666666,0.4257028112450021,6.0,1.0,0.06852996507680231,0.2675012706310431,775,2022-06-15 14:33:52,bear,-125.0,1,374.83,373.58,1,2022,False
PDH,0.03399433427761121,0.0,0.0,1.0,1.0,0.760151085930135,1.0,10.0,-0.008995623538421427,0.11113757243789157,776,2022-06-15 14:44:23,bull,-135.0,1,377.49,380.39,1,2022,False
PDL,0.6969696969696882,0.0,6.0,0.0,0.0,-0.17171717171718623,2.0,0.0,0.21250086128626888,0.897511689149233,778,2022-06-16 10:04:49,bear,-135.0,1,368.8,367.67,1,2022,False
PDC,0.3225806451612998,0.0,5.0,1.0,0.5,0.2709677419354654,12.0,10.0,0.030756984465152293,0.30511060259343914,781,2022-06-17 14:23:47,bull,-26.0,2,368.2,368.34,1,2022,False
PDC,0.06666666666668182,0.0,0.0,-1.0,-0.25,0.8933333333332788,-12.0,10.0,-0.007322628843375867,0.17707311757655386,782,2022-06-17 14:32:22,bear,-15.000000000000002,3,367.73,367.41,1,2022,False
PDC,0.024000000000023648,0.0,0.0,-1.0,-0.1,-0.5239999999999781,-2.0,10.0,-0.0782558700730629,0.3459736297264815,783,2022-06-17 16:06:43,bull,100.0,1,365.81,374.84,1,2022,False
PDH,0.14285714285720086,0.0,6.0,1.0,1.0,0.6071428571428499,12.0,0.0,-0.06292001922523216,1.7867778439547344,784,2022-06-21 10:56:15,bull,-89.99999999999999,2,375.98,375.87,0,2022,False
PDH,0.6126126126125601,0.0,0.0,-1.0,-0.16666666666666666,-0.3243243243243326,-12.0,0.0,0.1191623538782105,1.6676593210244173,785,2022-06-21 11:23:09,bear,-74.99999999999997,1,375.54,375.465,1,2022,False
PDH,0.24698795180721447,0.0,0.0,-1.0,-0.1,0.7530120481927856,-12.0,0.0,0.105515215234675,1.467323623368899,786,2022-06-21 11:40:39,bear,100.0,1,374.8,374.08,1,2022,False
PDH,0.0,0.0,6.0,1.0,0.2,0.8877551020408045,12.0,0.0,-0.021977335664735698,1.6933780930207254,788,2022-06-21 13:37:13,bull,-150.0,1,375.635,375.06,0,2022,False
PDL,0.3604651162790667,1.0,2.0,0.0,0.0,0.313953488372133,4.0,3.0,-0.1518455134248642,0.19094747599710526,790,2022-06-22 09:54:46,bull,250.00000000000017,3,372.54,373.97,1,2022,False
PDC,0.0,0.0,0.0,1.0,1.0,0.8571428571428223,6.0,0.0,0.05983595125236274,0.22172949002219333,792,2022-06-23 12:02:46,bear,129.99999999999997,2,375.16,374.05,1,2022,False
PDC,0.11111111111110109,1.0,1.0,1.0,0.5,0.8571428571428507,7.0,0.0,0.11409732501612702,0.07480030988699093,793,2022-06-23 12:06:22,bear,115.00000000000004,3,374.05,374.07,0,2022,False
PDH,0.11764705882355302,0.0,3.0,0.0,0.0,0.8235294117646482,3.0,0.0,0.3256494718837821,1.2090334332061747,801,2022-06-24 09:49:14,bull,-50.0,2,383.395,383.76,1,2022,False
PDH,0.41818181818184263,0.0,6.0,0.0,0.0,-0.45454545454544515,6.0,0.0,0.11346222788082283,1.3053865343241489,802,2022-06-24 10:03:23,bull,-275.0,1,383.76,386.14,1,2022,False
PDH,0.02912621359226087,1.0,3.0,0.0,0.0,0.7184466019417358,3.0,1.0,0.01825199733629379,0.3666008665111353,805,2022-06-27 09:47:45,bear,-310.0,2,388.64,387.92,1,2022,False
PDH,0.3541666666666864,0.0,0.0,0.0,0.0,-0.588541666666642,-4.0,1.0,-0.06916043089117974,0.5511831209782825,806,2022-06-27 09:54:39,bull,-309.99999999999994,2,387.92,388.81,1,2022,False
PDH,0.10218978102188751,0.0,6.0,0.0,0.0,0.6277372262773802,1.0,1.0,0.007588835358363077,0.3230189453175103,807,2022-06-27 10:14:25,bear,-430.00000000000006,3,388.81,389.87,0,2022,False
PDH,0.06428571428573807,0.0,0.0,0.0,0.0,-0.6714285714285807,-2.0,1.0,-0.041759999362156464,0.08433427038078145,811,2022-06-28 10:08:34,bull,-150.0,2,390.97,390.15,0,2022,False
PDC,0.2278481012658419,0.0,0.0,1.0,1.0,0.2911392405062936,6.0,0.0,0.12509386755799046,0.3061723312836051,812,2022-06-28 10:29:38,bear,250.00000000000009,1,389.86,389.105,1,2022,False
PDC,0.22522522522522245,1.0,0.0,-1.0,-0.16666666666666666,-0.7747747747747775,-11.0,3.0,-0.09482998541081589,0.12349808320684108,813,2022-06-28 10:53:39,bull,-9.0,1,388.19,383.91,0,2022,False
PDC,0.26760563380282143,1.0,2.0,0.0,0.0,-0.7323943661971786,2.0,2.0,0.11666561844476675,0.06302024525379757,818,2022-06-29 10:04:40,bull,-200.0,1,381.07,381.11,1,2022,False
PDL,0.26373626373628295,0.0,4.0,0.0,0.0,-0.2087912087912136,4.0,0.0,0.3202521296824301,1.035803937111912,819,2022-06-30 09:54:17,bear,140.00000000000003,1,374.53,373.38,1,2022,False
PDL,0.638655462184837,0.0,6.0,0.0,0.0,-0.18487394957984638,8.0,0.0,0.09308717708172987,1.479719910159849,820,2022-06-30 10:11:06,bear,-225.0,1,372.85,373.56,0,2022,False
PDL,0.0,0.0,0.0,1.0,0.5,-0.829268292682942,2.0,0.0,0.15809788055124452,1.1414982164090315,821,2022-06-30 10:43:42,bull,24.00000000000001,1,374.13,374.2,1,2022,False
PDH,0.04729729729730612,0.0,0.0,0.0,0.0,0.7229729729729651,2.0,0.0,0.11292146198037534,0.43614198260687465,824,2022-07-01 09:52:26,bull,-120.0,1,378.95,378.81,0,2022,False
PDH,0.12389380530982355,0.0,0.0,1.0,0.3333333333333333,-0.8672566371680606,12.0,0.0,0.058239196616982625,0.43088725992485033,825,2022-07-01 14:32:02,bull,95.0,1,378.97,379.59,1,2022,False
PDL,0.6913580246913589,1.0,0.0,0.0,0.0,-0.22222222222223,3.0,1.0,0.5609672957955669,0.016048359055287342,826,2022-07-05 09:46:40,bear,284.99999999999994,2,373.93,373.93,0,2022,False
PDL,0.5199999999999818,1.0,3.0,1.0,0.3333333333333333,0.4700000000000273,3.0,10.0,0.16040039143317975,0.46673977585791615,828,2022-07-05 11:55:05,bull,250.0,1,375.615,376.85,1,2022,False
PDH,0.5306122448979308,0.0,5.0,1.0,0.5,-0.36734693877551733,5.0,10.0,0.07426042812183065,0.358657521336192,831,2022-07-06 11:10:37,bear,-90.00000000000001,1,380.61,380.4,1,2022,False
PDH,0.018348623853193784,0.0,0.0,-1.0,-0.3333333333333333,-0.3394495412843979,-12.0,10.0,-0.019987994031411827,0.48300958165349295,832,2022-07-06 11:58:47,bull,130.00000000000006,2,380.135,381.56,1,2022,False
PDH,0.3661971830986186,0.0,0.0,1.0,0.5,0.1549295774648248,11.0,10.0,0.01362609196382536,0.015707628671657314,833,2022-07-06 14:03:47,bull,-50.0,1,381.92,382.24,1,2022,False
PDH,0.8521739130434688,1.0,0.0,-1.0,-0.25,-0.14782608695653118,-12.0,10.0,-0.006326083533281235,0.06806639091052613,834,2022-07-06 14:12:32,bear,-240.00000000000003,1,382.24,381.55,1,2022,False
PDH,0.37671232876713634,1.0,2.0,1.0,1.0,0.3082191780821883,3.0,10.0,0.09972018820123552,0.4817006125975132,835,2022-07-06 14:35:16,bull,-55.00000000000001,1,383.82,385.31,1,2022,False
PDH,0.37671232876713634,1.0,2.0,1.0,1.0,0.3082191780821883,3.0,10.0,0.09972018820123552,0.4817006125975132,836,2022-07-06 14:36:54,bull,7.999999999999999,1,383.82,385.31,1,2022,False
PDL,0.3333333333333544,0.0,5.0,0.0,0.0,-0.6666666666666456,-2.0,0.0,-0.1177078250976793,0.2674282746981671,843,2022-07-08 09:58:11,bull,225.0,1,386.18,387.94,1,2022,False
PDL,0.30303030303027434,0.0,6.0,-1.0,-0.1111111111111111,-0.43939393939395377,-8.0,0.0,-0.0414785498745851,0.45177203686874723,844,2022-07-08 13:08:02,bull,100.0,1,386.89,387.625,1,2022,False
PDL,0.43181818181825227,0.0,5.0,1.0,0.16666666666666666,-0.06818181818174772,7.0,6.0,0.030148467114310407,0.09722078191434225,848,2022-07-11 13:34:49,bull,-465.00000000000006,3,386.095,385.92,0,2022,False
