nearest_level,wick_favor,level_sweep_favor,hold_bars,structure_align,event_recency,body_favor,vwap_streak,touch_count,ribbon_slope_favor,abs_level_dist,episode_id,entry_ts,bias,pnl,qty,spy_entry,spy_exit,dir_ok,year,is_test
PDL,0.3636363636364388,0.0,6.0,-1.0,-0.14285714285714285,0.45454545454544515,-11.0,0.0,-0.032537832567935965,0.2427934489913075,337,2022-02-03 11:02:10,bear,-26.0,1,451.96,452.27,0,2022,False
PDL,0.07142857142857142,0.0,6.0,1.0,0.3333333333333333,0.8214285714285376,12.0,1.0,0.06096196668513576,0.9579305169293173,340,2022-02-03 14:40:42,bear,10.999999999999988,1,448.72,447.74,1,2022,False
PDC,0.0,0.0,4.0,1.0,0.2,0.18978102189780294,4.0,10.0,0.12140546485061021,0.13439354910964596,350,2022-02-04 11:51:47,bull,-25.0,1,447.05,447.41,1,2022,False
PDC,0.5937500000000056,0.0,0.0,-1.0,-0.3333333333333333,0.15625000000003886,-6.0,6.0,-0.10688288475191321,0.15875145335837448,357,2022-02-08 11:03:58,bear,-35.999999999999986,1,447.95,449.65,0,2022,False
PDH,0.4800000000000182,0.0,0.0,1.0,0.5,0.026666666666642413,12.0,0.0,0.032895253680065295,0.29049139613269714,358,2022-02-08 11:44:05,bull,36.999999999999964,5,449.65,449.97,1,2022,False
PDH,0.023255813953599047,0.0,0.0,1.0,0.07692307692307693,0.9069767441860004,12.0,5.0,-0.04695504584757426,0.159659393294298,359,2022-02-08 13:35:33,bull,-22.00000000000002,1,450.24,449.87,0,2022,False
PDH,0.3565891472867718,0.0,3.0,0.0,0.0,0.19379844961240858,3.0,0.0,0.29652972139389,0.9073606869384188,360,2022-02-09 09:46:14,bull,-75.99999999999997,3,455.96,455.2,0,2022,False
PDH,0.31481481481480833,0.0,0.0,1.0,1.0,0.6851851851851917,2.0,0.0,0.06686772440418487,0.7391669986278826,362,2022-02-09 10:20:54,bear,-27.0,1,455.2,455.9,0,2022,False
PDL,0.33043478260869824,1.0,0.0,0.0,0.0,0.0,-4.0,2.0,-0.2120781586661069,0.2647298398045006,367,2022-02-17 10:02:13,bull,-21.0,3,440.79,440.85,1,2022,False
PDL,0.14666666666668485,0.0,0.0,0.0,0.0,0.839999999999994,-7.0,2.0,-0.022206748711062207,0.08145533532445404,368,2022-02-17 10:15:49,bull,-32.00000000000001,1,441.6,440.46,0,2022,False
PDL,0.0,1.0,6.0,-1.0,-0.25,-0.3333333333333333,-1.0,5.0,-0.015372524760526307,0.10860711376594612,370,2022-02-17 12:09:52,bear,-40.000000000000014,2,441.48,441.43,1,2022,False
PDL,0.18487394957984638,1.0,1.0,0.0,0.0,0.7983193277310463,1.0,1.0,0.024752423835527892,0.08592541673827503,373,2022-02-18 09:46:26,bear,-98.0,2,436.05,437.12,0,2022,False
PDC,0.10256410256410506,1.0,1.0,0.0,0.0,0.8974358974358949,1.0,3.0,-0.003979110308849343,0.03203807954597071,374,2022-02-18 09:54:43,bull,-49.00000000000004,10,437.12,438.38,1,2022,False
PDL,0.5267857142857406,0.0,5.0,1.0,0.5,-0.0982142857142975,7.0,5.0,0.046193763038115954,0.15122873345936316,376,2022-02-18 10:59:22,bear,37.0,1,435.765,433.93,1,2022,False
PDL,0.4533333333333758,0.0,6.0,1.0,1.0,0.4799999999999424,12.0,5.0,-0.026215107795835024,0.4617059059403128,378,2022-02-18 11:51:00,bear,62.000000000000014,3,434.41,433.815,1,2022,False
PDL,0.0,0.0,6.0,1.0,0.2,-1.0,12.0,5.0,0.03246708408608523,0.5980409004983755,379,2022-02-18 12:12:31,bear,34.999999999999986,1,433.815,432.9,1,2022,False
PDL,0.0,0.0,6.0,1.0,0.2,0.7714285714286132,12.0,10.0,-0.009022003447090032,0.7919049714034343,383,2022-02-22 13:40:01,bear,247.99999999999997,10,428.45,426.805,1,2022,False
PDC,0.020618556701012803,0.0,0.0,0.0,0.0,0.6391752577319829,6.0,0.0,0.11352184809603205,0.0675077983146366,386,2022-02-23 10:12:28,bear,220.00000000000003,1,429.87,429.11,1,2022,False
PDL,0.42857142857142855,0.0,6.0,-1.0,-0.2,0.0,-12.0,0.0,-0.005072020393126486,0.29114815684432305,387,2022-02-23 11:27:18,bull,39.99999999999999,10,427.14,428.09,1,2022,False
PDL,0.0,0.0,6.0,-1.0,-0.25,0.8636363636363737,-5.0,0.0,-0.191025775726561,1.4073142368939418,393,2022-02-24 10:32:00,bear,-68.00000000000001,2,415.44,415.67,0,2022,False
PDL,0.0,0.0,0.0,1.0,1.0,0.8619791666666453,12.0,0.0,0.12253227463714378,0.7629873982485824,395,2022-02-24 11:12:24,bull,-59.999999999999964,10,418.155,418.14,0,2022,False
PDL,0.0,0.0,0.0,1.0,0.07142857142857142,-0.9068322981366576,12.0,0.0,-0.05295711728131591,1.2222037639129435,397,2022-02-24 12:19:07,bull,245.00000000000003,1,416.22,426.23,1,2022,False
PDC,0.0,0.0,6.0,1.0,0.125,-0.6000000000000227,12.0,1.0,0.024544673026993813,0.5188958654187781,399,2022-02-24 15:10:00,bull,4.000000000000001,1,424.24,430.905,1,2022,False
PDH,0.0,0.0,6.0,1.0,0.5,0.9192546583850967,12.0,4.0,-0.0062492642533884535,1.8707284644631672,403,2022-02-25 12:02:56,bull,-40.0,1,436.73,436.42,0,2022,False
PDC,0.8952380952381318,0.0,0.0,0.0,0.0,0.04761904761900637,3.0,0.0,-0.25565609989233185,0.9573860390723166,404,2022-02-28 09:46:19,bull,-170.00000000000003,1,433.46,432.47,0,2022,False
PDC,0.4310344827586114,0.0,0.0,0.0,0.0,0.1508620689655238,4.0,0.0,-0.1477355560916993,0.9471038501085327,405,2022-02-28 09:53:46,bull,-21.0,1,433.505,431.97,0,2022,False
PDL,0.03333333333330302,0.0,6.0,-1.0,-1.0,-0.9533333333333379,-12.0,0.0,-0.054840043881776435,0.13466449965171545,407,2022-03-01 11:37:32,bull,-21.0,3,431.28,431.09,0,2022,False
PDH,0.0,0.0,0.0,0.0,0.0,0.8719512195121719,1.0,0.0,0.24880229977913837,0.7571771703076768,408,2022-03-02 09:49:54,bull,-19.000000000000018,1,433.84,434.1,1,2022,False
PDC,0.024390243902417043,0.0,0.0,1.0,0.5,0.6097560975609807,7.0,0.0,0.06505281614854752,0.1324836108636429,411,2022-03-03 10:21:47,bear,57.00000000000001,1,438.37,434.81,1,2022,False
PDL,0.4657534246575247,0.0,0.0,0.0,0.0,-0.3287671232877011,8.0,2.0,0.07631654306257118,0.08412197686646916,415,2022-03-07 10:13:20,bear,81.99999999999999,2,428.31,425.27,1,2022,False
PDL,0.09933774834435641,0.0,0.0,-1.0,-1.0,-0.9006622516556436,-12.0,4.0,-0.008736162077294107,0.8867858394672301,416,2022-03-07 12:04:00,bull,-80.0,10,424.155,422.25,0,2022,False
PDL,0.1925925925925826,1.0,6.0,-1.0,-1.0,-0.5592592592592465,-2.0,4.0,-0.19744963558051554,0.023844154605490164,420,2022-03-08 11:03:18,bear,72.0,1,419.29,416.72,1,2022,False
PDL,0.5789473684210815,0.0,6.0,-1.0,-0.1,-0.026315789473660593,5.0,7.0,0.086635999847684,0.8202389184291503,421,2022-03-08 11:48:47,bear,-59.00000000000001,1,415.95,417.93,0,2022,False
PDC,0.015624999999986122,1.0,2.0,1.0,1.0,0.6875000000000111,4.0,8.0,0.19401807258495607,0.2789234033423016,422,2022-03-08 12:11:21,bull,106.0,1,420.64,422.97,1,2022,False
PDC,0.004237288135589342,1.0,3.0,1.0,0.5,0.9915254237288214,5.0,8.0,0.29435204997350084,0.8343862493146004,423,2022-03-08 12:19:04,bull,-11.000000000000032,1,422.97,424.18,1,2022,False
PDC,0.0,0.0,0.0,-1.0,-0.16666666666666666,0.4962406015037202,-12.0,8.0,0.011526714113374581,1.3600495863828055,424,2022-03-08 13:02:30,bear,85.99999999999999,1,425.175,423.665,1,2022,False
PDH,0.31746031746030173,0.0,6.0,-1.0,-0.14285714285714285,0.6746031746031975,-9.0,0.0,0.05282235974248817,0.36165730337078816,429,2022-03-09 10:48:30,bear,-4.999999999999993,1,425.655,426.65,0,2022,False
PDH,0.23834196891192808,0.0,0.0,0.0,0.0,-0.13989637305698077,3.0,0.0,-0.15348490688253946,0.330663789969865,438,2022-03-11 09:49:42,bear,267.99999999999994,4,427.825,425.025,1,2022,False
PDC,0.26415094339618594,0.0,0.0,0.0,0.0,-0.5283018867924791,-3.0,2.0,-0.10932869037473258,0.33327778703551303,444,2022-03-14 09:58:00,bear,-115.0,5,421.47,421.02,1,2022,False
PDC,0.0694444444444576,0.0,6.0,1.0,0.14285714285714285,0.4444444444444181,12.0,2.0,0.026168223553058034,0.673697240936022,445,2022-03-14 10:40:26,bull,-100.0,1,422.9,423.61,1,2022,False
PDC,0.6842105263157054,0.0,0.0,-1.0,-0.16666666666666666,-0.1929824561403579,-12.0,2.0,0.051601309312543364,0.7367819649106266,446,2022-03-14 11:20:26,bear,500.0,1,423.165,421.7,1,2022,False
PDC,0.10256410256410506,0.0,0.0,1.0,0.5,0.6666666666666828,2.0,2.0,0.11325047989049208,0.16901944913942923,447,2022-03-14 11:46:09,bear,90.00000000000001,1,420.78,419.69,1,2022,False
PDL,0.14516129032255254,0.0,0.0,1.0,0.1,-0.18548387096777225,10.0,6.0,0.005955347998332083,0.04767012275055382,448,2022-03-14 12:25:53,bear,-3.9999999999999982,1,419.75,419.86,0,2022,False
PDC,0.11650485436893311,0.0,6.0,0.0,0.0,0.6504854368932007,1.0,0.0,-0.034588574180105525,0.7483091092243432,449,2022-03-15 10:21:39,bull,20.000000000000018,1,420.06,420.96,1,2022,False
PDH,0.6702127659574031,0.0,0.0,0.0,0.0,-0.12765957446808254,-4.0,0.0,-0.2558351068137732,1.2826970609251864,455,2022-03-16 09:54:59,bear,-71.99999999999997,6,432.31,430.89,1,2022,False
PDH,0.03278688524587414,0.0,6.0,1.0,0.25,0.7213114754098834,5.0,0.0,0.00030344327623943457,1.6645776471001739,457,2022-03-16 10:35:43,bull,-105.0,1,433.94,433.685,0,2022,False
PDH,0.0,0.0,0.0,-1.0,-0.2,0.3315217391304365,-6.0,0.0,0.03704544400033871,1.604835592207765,458,2022-03-16 10:43:18,bear,-155.00000000000003,1,433.685,433.29,1,2022,False
PDH,0.2168674698795156,0.0,0.0,0.0,0.0,0.6746987951806923,-9.0,2.0,-0.024860259465886436,0.11706107833910906,461,2022-03-17 10:17:08,bear,-39.99999999999999,1,436.18,435.98,1,2022,False
PDH,0.1212121212120925,0.0,6.0,0.0,0.0,0.8030303030303174,11.0,2.0,-0.041776007328109266,0.21575963458579928,462,2022-03-17 10:28:31,bull,-170.00000000000003,2,436.61,435.45,0,2022,False
PDH,0.054794520547971876,0.0,4.0,1.0,0.2,-0.9178082191780033,3.0,6.0,0.14261469514120773,0.20428305827806525,463,2022-03-17 11:03:42,bear,-140.0,1,434.78,435.78,0,2022,False
PDH,0.29487179487175563,0.0,0.0,0.0,0.0,-0.7051282051282444,9.0,0.0,0.05258996550988604,0.3332955447228225,465,2022-03-18 10:22:52,bull,9.999999999999986,2,439.58,439.7,1,2022,False
PDH,0.39285714285719,0.0,0.0,1.0,1.0,0.31250000000001904,12.0,0.0,0.05198003009050378,0.18705362203831344,468,2022-03-18 11:13:42,bull,-20.0,1,440.225,439.76,0,2022,False
PDC,0.3582089552238857,1.0,3.0,0.0,0.0,0.6417910447761144,4.0,3.0,0.13530273427078132,0.1732868234499918,471,2022-03-21 10:05:22,bear,-295.0,2,443.58,444.44,0,2022,False
PDC,0.024390243902553996,1.0,1.0,-1.0,-0.16666666666666666,0.975609756097446,-12.0,4.0,0.05352360656570854,0.020254304039601934,473,2022-03-21 10:57:56,bull,-64.99999999999999,1,444.44,444.75,1,2022,False
PDH,0.4000000000000413,0.0,0.0,-1.0,-0.08333333333333333,0.4363636363636439,-12.0,2.0,0.05215865143894938,0.5174035747883332,474,2022-03-22 11:02:17,bear,-100.0,2,448.77,448.99,0,2022,False
PDH,0.35000000000002274,0.0,6.0,1.0,0.07142857142857142,0.57000000000005,12.0,2.0,-0.06415973396949326,0.5666801057205628,475,2022-03-22 11:12:33,bull,-44.000000000000014,4,448.99,449.34,1,2022,False
PDL,0.22047244094486357,1.0,1.0,0.0,0.0,0.7165354330708513,-5.0,1.0,-0.10483382294255161,0.07624344082162171,477,2022-03-23 09:58:37,bull,-55.00000000000001,1,446.28,447.12,1,2022,False
PDL,0.7619047619047516,0.0,6.0,1.0,0.2,-0.21904761904764586,12.0,4.0,0.006434201554661456,0.4058841996681162,478,2022-03-23 11:45:07,bull,-60.00000000000001,5,447.75,447.91,1,2022,False
PDL,0.057142857142801456,0.0,6.0,-1.0,-0.25,-0.6999999999999675,2.0,4.0,-0.02955049331102577,0.2690944970175302,479,2022-03-23 12:27:26,bull,-40.0,1,447.14,447.1,0,2022,False
PDC,0.2236842105264142,0.0,6.0,1.0,0.16666666666666666,-0.5,7.0,4.0,0.07108363987962107,0.22645530837885897,486,2022-03-25 11:44:19,bear,-34.0,2,449.4,450.34,0,2022,False
PDH,0.0,0.0,6.0,0.0,0.0,-0.4384615384615923,-1.0,7.0,0.034397637475880316,0.03311550688801512,489,2022-03-28 10:34:16,bear,-3.0,1,452.81,452.69,1,2022,False
PDH,0.010309278350505798,0.0,6.0,0.0,0.0,0.32989690721653714,-9.0,0.0,-0.14344724164594425,0.3970430166494898,490,2022-03-29 10:23:17,bull,30.000000000000004,1,457.68,458.63,1,2022,False
PDH,0.3968253968253997,0.0,6.0,0.0,0.0,-0.14285714285710419,-12.0,0.0,-0.043123826232771556,0.6032421523679998,491,2022-03-29 10:35:59,bull,-50.0,1,458.62,458.53,0,2022,False
PDC,0.3088235294117315,0.0,0.0,0.0,0.0,0.5147058823529694,3.0,0.0,-0.006498115109909719,0.15381615719577413,493,2022-03-30 10:02:14,bull,-80.0,1,460.88,459.82,0,2022,False
PDC,0.031249999999972244,0.0,6.0,0.0,0.0,-0.9609375000000347,-1.0,0.0,-0.016200193174731314,0.13736563242701116,497,2022-03-31 10:01:35,bear,-29.999999999999982,5,458.0,456.67,1,2022,False
PDL,0.5319148936170547,0.0,0.0,0.0,0.0,-0.021276595744662837,4.0,1.0,0.009471942063332683,0.15992288649855357,498,2022-03-31 10:23:11,bear,-25.0,10,457.2,457.125,1,2022,False
PDL,0.06521739130440693,0.0,6.0,1.0,0.5,-0.7173913043477348,2.0,2.0,0.036367498106415486,0.23440751856638187,499,2022-03-31 10:44:39,bull,63.99999999999997,4,457.54,458.34,1,2022,False
PDC,0.0,0.0,0.0,1.0,0.25,0.9508196721311002,4.0,0.0,0.05248831412971722,0.06323179905370901,501,2022-03-31 10:54:58,bull,10.000000000000009,2,458.34,458.6,1,2022,False
PDC,0.3243243243243326,0.0,6.0,-1.0,-0.1111111111111111,0.2297297297296716,-9.0,2.0,-0.00016802243731905975,0.12319298781152677,502,2022-03-31 11:17:52,bear,-60.00000000000001,1,458.065,457.58,1,2022,False
PDC,0.5256410256410032,0.0,0.0,1.0,0.07142857142857142,0.2179487179486731,1.0,2.0,-0.03529809901818837,0.22894272071168897,503,2022-03-31 11:42:08,bull,-7.000000000000001,1,457.58,457.88,1,2022,False
PDC,0.19108280254774948,0.0,0.0,0.0,0.0,-0.8089171974522505,-1.0,4.0,-0.04124914942289504,0.1837096060203658,505,2022-04-01 10:19:59,bear,119.99999999999996,1,452.63,451.67,1,2022,False
PDL,0.0,1.0,3.0,1.0,0.3333333333333333,-1.0,4.0,5.0,0.006834793362642255,0.0155007861112888,506,2022-04-01 10:39:41,bear,-190.0,2,451.52,452.18,0,2022,False
PDL,0.0,1.0,2.0,1.0,0.0625,0.7377049180328449,3.0,10.0,0.026385127918326923,0.15279346309705621,509,2022-04-01 11:40:11,bear,-40.0,1,450.9,450.18,1,2022,False
PDL,0.3750000000001184,0.0,0.0,1.0,0.25,-0.5833333333332544,-12.0,10.0,0.043095283717553556,0.2856573440510157,510,2022-04-01 13:58:58,bull,59.99999999999999,1,450.3,451.29,1,2022,False
PDH,0.8245614035088297,0.0,6.0,0.0,0.0,-0.17543859649117033,8.0,3.0,-0.01375502232288106,0.12129766446860035,512,2022-04-04 10:21:39,bull,20.0,2,453.98,454.795,1,2022,False
PDH,0.0,0.0,6.0,1.0,1.0,0.9137931034481643,12.0,4.0,-0.02648572635999269,0.35176322695895657,513,2022-04-04 11:06:50,bull,-80.00000000000003,1,455.025,455.57,1,2022,False
PDH,0.5161290322580527,0.0,6.0,-1.0,-0.1,-0.4838709677419473,12.0,4.0,0.0014778188814679183,0.3771254658933021,516,2022-04-04 13:28:50,bull,100.0,1,455.14,455.63,1,2022,False
PDH,0.5161290322580527,0.0,6.0,-1.0,-0.1,-0.4838709677419473,12.0,4.0,0.0014778188814679183,0.3771254658933021,517,2022-04-04 13:29:29,bull,16.000000000000004,2,455.14,455.75,1,2022,False
PDC,0.08955223880604866,0.0,6.0,-1.0,-0.3333333333333333,0.8059701492535896,11.0,7.0,-0.0715201896435369,0.36127958660856496,523,2022-04-05 11:04:28,bear,120.0,1,455.06,453.85,1,2022,False
PDL,0.6530612244897699,0.0,6.0,-1.0,-0.3333333333333333,0.2448979591836782,-12.0,0.0,-0.023995446277580434,0.29405912136017953,525,2022-04-05 12:05:59,bull,-105.00000000000004,1,453.62,453.1,0,2022,False
PDL,0.24999999999978684,0.0,0.0,1.0,0.25,0.6250000000000355,-12.0,0.0,0.005874517777071375,1.041342520560129,534,2022-04-06 13:15:57,bull,220.00000000000003,1,445.215,446.69,1,2022,False
PDL,0.20312499999997918,0.0,0.0,1.0,0.16666666666666666,0.5468749999999987,5.0,0.0,0.06066879674857528,0.7134918870860152,536,2022-04-06 13:48:26,bull,-18.0,2,446.69,446.195,0,2022,False
PDL,0.18999999999994088,0.0,0.0,1.0,0.1111111111111111,-0.7899999999999636,8.0,0.0,0.010716305017188787,0.8235163369637699,537,2022-04-06 14:01:15,bull,-1.9999999999999991,1,446.195,447.34,1,2022,False
PDC,0.7812500000000167,0.0,6.0,1.0,0.25,0.09375000000009437,12.0,10.0,0.028936901093767897,0.33360200608991697,540,2022-04-07 11:02:16,bear,70.00000000000001,1,445.15,445.01,1,2022,False
PDL,0.9090909090908903,0.0,0.0,1.0,0.2,-0.07272727272720508,12.0,0.0,-0.005367441037118503,0.2074548447470903,541,2022-04-07 11:50:13,bear,-150.0,2,444.39,444.66,0,2022,False
PDL,0.3859649122806545,0.0,6.0,-1.0,-0.2,-0.05263157894742091,-12.0,0.0,0.042748567295147755,0.2931427154035049,542,2022-04-07 12:15:16,bull,330.0,1,444.77,447.65,1,2022,False
PDC,0.045112781954848656,0.0,6.0,0.0,0.0,-0.015037593984949553,2.0,0.0,-0.02178751989801997,0.42566468320295314,545,2022-04-08 10:21:25,bear,-105.0,2,446.8,447.4,0,2022,False
PDC,0.0,1.0,1.0,1.0,1.0,0.988304093567262,7.0,0.0,0.058304939149311785,0.051258050856906046,547,2022-04-08 10:56:21,bull,270.0,1,448.94,449.68,1,2022,False
PDC,0.0,0.0,6.0,1.0,0.07692307692307693,0.11111111111113918,12.0,3.0,-0.022161582759827603,0.1470883198502415,548,2022-04-08 11:58:01,bull,0.0,3,449.37,449.94,1,2022,False
PDC,0.6491228070174949,0.0,0.0,1.0,0.3333333333333333,-0.2807017543858844,-12.0,3.0,0.049603087348071284,0.16045998529117256,549,2022-04-08 13:29:26,bear,79.99999999999999,1,449.43,449.035,1,2022,False
PDH,0.4565217391304106,0.0,6.0,0.0,0.0,-0.021739130434763804,4.0,4.0,0.09959600746640707,0.4539325842696562,554,2022-04-12 10:48:35,bear,-70.00000000000001,2,442.98,443.36,0,2022,False
PDH,0.22988505747131543,0.0,6.0,0.0,0.0,0.7241379310344738,2.0,4.0,0.023307802429117785,0.3775280898876465,557,2022-04-12 12:08:27,bear,123.99999999999996,3,443.32,439.85,1,2022,False
PDL,0.0,0.0,0.0,1.0,0.25,0.6309523809523245,12.0,0.0,0.07840349701682126,0.03072301495186114,558,2022-04-12 14:02:25,bear,-23.0,1,439.545,439.95,0,2022,False
PDC,0.06666666666666306,0.0,0.0,0.0,0.0,0.9142857142857344,1.0,1.0,-0.04132783944519325,0.16199689696085873,561,2022-04-13 10:02:18,bear,-390.0,1,438.99,439.85,0,2022,False
PDC,0.7837837837839831,0.0,0.0,-1.0,-0.16666666666666666,-0.05405405405400423,-10.0,3.0,-0.04021669700515762,0.7381126220680878,562,2022-04-13 11:34:40,bear,10.000000000000009,2,441.515,441.47,1,2022,False
PDC,0.522388059701514,0.0,6.0,1.0,0.3333333333333333,-0.17910447761194284,9.0,1.0,0.0999555757024373,0.509778269009542,567,2022-04-14 10:24:09,bear,10.000000000000009,1,441.07,440.74,1,2022,False
PDL,0.04807692307688103,0.0,6.0,-1.0,-0.125,0.951923076923119,-12.0,0.0,0.0034055033249602573,0.4932520380900085,570,2022-04-14 13:00:15,bull,59.99999999999999,1,440.07,441.19,1,2022,False
PDC,0.2708333333333136,0.0,6.0,0.0,0.0,-0.375,7.0,7.0,0.048885126677955526,0.2740038817216517,573,2022-04-18 10:45:24,bull,-29.999999999999996,2,439.15,438.52,0,2022,False
PDH,0.6483516483516251,0.0,6.0,1.0,0.125,0.351648351648375,12.0,3.0,-0.057629497801259255,0.7970981533703236,578,2022-04-19 11:08:27,bull,35.00000000000001,1,443.225,443.87,1,2022,False
PDH,0.2549019607843924,0.0,6.0,-1.0,-0.2,0.7450980392156076,12.0,3.0,-0.0004807785395799513,0.825525334303645,579,2022-04-19 13:52:50,bull,-125.00000000000004,1,443.35,443.31,0,2022,False
PDH,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.03567123369634384,0.6549622487037166,580,2022-04-19 14:22:56,bear,-79.99999999999999,1,442.6,442.84,0,2022,False
PDH,0.46987951807224954,0.0,6.0,1.0,0.25,0.3734939759036673,12.0,3.0,0.08347170243325763,1.265578095151465,581,2022-04-19 15:25:05,bull,-7.000000000000006,1,445.285,445.47,1,2022,False
PDH,0.0,1.0,1.0,0.0,0.0,0.9572649572649481,3.0,0.0,-0.06577376679557378,0.011216043428519118,582,2022-04-20 09:48:36,bear,-330.0,3,445.74,446.2,0,2022,False
PDH,0.19166666666667456,0.0,5.0,0.0,0.0,0.674999999999929,6.0,5.0,0.04326336906756989,0.27815787702729633,584,2022-04-20 10:56:33,bull,-36.00000000000001,4,447.03,446.9,0,2022,False
PDH,0.6013986013985841,0.0,0.0,0.0,0.0,0.39860139860141586,3.0,0.0,0.09395613148162063,0.13182590043792075,590,2022-04-21 10:20:47,bear,190.0,1,448.15,445.98,1,2022,False
PDL,0.1397849462365447,0.0,6.0,1.0,0.16666666666666666,-0.7311827956989432,12.0,4.0,0.01633775173207619,0.24238734625313674,591,2022-04-21 13:17:54,bear,-44.000000000000014,1,442.43,441.52,1,2022,False
PDL,0.0,0.0,6.0,1.0,1.0,0.7222222222222924,12.0,5.0,-0.010502994882821692,0.39120190302252,593,2022-04-21 14:01:09,bear,13.99999999999999,1,441.77,440.6,1,2022,False
PDL,0.035714285714253814,0.0,6.0,1.0,0.5,0.7071428571428752,3.0,1.0,0.020540347849995477,0.8933269279161715,595,2022-04-22 10:26:07,bear,354.9999999999999,3,433.225,430.54,1,2022,False
PDL,0.07547169811314279,0.0,6.0,1.0,1.0,0.8301886792452142,12.0,1.0,0.0007178376451921764,1.7363255782032794,597,2022-04-22 13:40:06,bear,15.999999999999998,1,429.54,428.505,1,2022,False
PDL,0.5537190082644593,0.0,6.0,0.0,0.0,0.16528925619833273,7.0,0.0,-0.011523408707525551,1.0811827198796475,602,2022-04-25 10:16:09,bear,-135.0,1,420.86,422.26,0,2022,False
PDL,0.07920792079200788,0.0,0.0,0.0,0.0,0.5346534653465035,2.0,0.0,0.18148776592739058,0.6299064541907651,603,2022-04-25 10:31:59,bull,-144.99999999999997,1,422.78,423.14,1,2022,False
PDL,0.0,0.0,0.0,1.0,1.0,0.9108280254777154,3.0,0.0,0.23889026383736578,0.3337564048324082,604,2022-04-25 10:37:37,bull,-110.0,2,424.04,422.37,0,2022,False
PDL,0.46583850931678267,0.0,6.0,-1.0,-0.1111111111111111,-0.29192546583849877,5.0,0.0,0.00900777480632442,1.0271235838856807,605,2022-04-25 11:15:33,bear,-19.000000000000007,1,421.09,421.27,0,2022,False
PDC,0.7403846153845833,0.0,4.0,0.0,0.0,-0.07692307692306011,4.0,0.0,0.23091307077951484,0.9940265073735244,608,2022-04-26 09:50:55,bear,29.999999999999982,2,424.3,422.19,1,2022,False
PDL,0.08433734939757799,0.0,0.0,0.0,0.0,-0.915662650602422,8.0,0.0,0.02413727696064516,0.6589628497755795,609,2022-04-26 10:53:50,bear,100.0,1,421.6,420.49,1,2022,False
PDL,0.5555555555555468,0.0,6.0,1.0,0.3333333333333333,-0.2777777777777734,-12.0,2.0,0.07074709653519529,0.35574443701651415,610,2022-04-26 14:36:08,bull,-100.00000000000004,1,420.33,420.61,1,2022,False
PDL,0.051948051948005926,0.0,6.0,1.0,0.14285714285714285,0.9350649350649926,-12.0,2.0,-0.026534023846669363,0.3366440645592661,611,2022-04-26 14:56:02,bull,-60.0,1,420.25,420.29,1,2022,False
PDL,0.0,0.0,0.0,-1.0,-1.0,-0.23529411764703634,-12.0,4.0,-0.024459131507714726,0.4154331009454615,612,2022-04-26 15:55:36,bull,-70.00000000000001,1,417.1,416.09,0,2022,False
PDH,0.27192982456140874,0.0,4.0,0.0,0.0,-0.5614035087719246,-4.0,0.0,-0.2383649630583129,1.0986173384351816,613,2022-04-27 09:50:25,bear,170.00000000000003,1,421.31,419.47,1,2022,False
PDC,0.05932203389829896,0.0,0.0,0.0,0.0,0.9406779661017011,1.0,4.0,-0.11992541352262576,0.48787521930351296,614,2022-04-27 10:59:11,bear,-165.0,1,418.12,419.46,0,2022,False
PDC,0.6374999999999795,0.0,0.0,-1.0,-0.1,0.23749999999999377,-12.0,4.0,0.001900882889871447,0.8940373476892027,615,2022-04-27 12:24:52,bear,-44.99999999999999,1,419.81,421.6,0,2022,False
PDH,0.08000000000000303,0.0,0.0,1.0,0.16666666666666666,-0.9199999999999969,12.0,0.0,0.021770880465665776,0.9624639076034724,616,2022-04-27 12:51:47,bull,-150.0,1,421.89,420.76,0,2022,False
PDC,0.02325581395353295,0.0,0.0,-1.0,-0.16666666666666666,0.8372093023255337,-12.0,4.0,0.0445244240093956,1.0887067701699227,617,2022-04-27 14:23:07,bear,-170.00000000000003,1,420.62,421.15,0,2022,False
PDH,0.2588235294117899,0.0,6.0,1.0,0.25,-0.6235294117646571,-12.0,0.0,0.01331944933493645,1.1361769055611703,618,2022-04-27 14:48:45,bear,240.0,1,421.15,419.66,1,2022,False
PDH,0.2015503875968801,0.0,6.0,0.0,0.0,0.5271317829457542,6.0,1.0,-0.06595729061837918,0.6147734796179027,619,2022-04-28 10:02:30,bear,-284.99999999999994,2,420.32,419.78,1,2022,False
PDH,0.5576923076922572,0.0,6.0,-1.0,-0.125,0.40384615384623795,-9.0,1.0,0.029452386652528695,0.6691572874302554,620,2022-04-28 11:45:23,bear,-189.99999999999997,1,420.09,421.32,0,2022,False
PDH,0.391061452513975,0.0,6.0,1.0,1.0,0.4525139664803969,12.0,2.0,0.03732730193022338,0.7932942400453946,622,2022-04-28 13:12:36,bull,-40.000000000000014,1,426.275,427.1,1,2022,False
PDL,0.25396825396826544,0.0,0.0,1.0,0.08333333333333333,-0.0317460317460031,12.0,0.0,-0.04873115584549392,0.6537356321838939,629,2022-04-29 11:19:34,bear,-29.000000000000004,2,420.33,420.51,0,2022,False
PDL,0.3956521739130375,0.0,0.0,-1.0,-1.0,-0.5217391304348127,12.0,0.0,-0.11181501671982952,0.9027777777777635,630,2022-04-29 11:36:17,bear,-100.0,1,421.37,421.59,0,2022,False
