c,h,l,n,o,t,v,vw
439.3,439.94,438.88,229,439.5,2021-09-28T13:30:00Z,34742,439.555363
439.08,439.36,438.82,180,439.25,2021-09-28T13:35:00Z,32389,439.077215
438.615,439.18,438.615,304,439.05,2021-09-28T13:40:00Z,50774,438.932106
437.91,438.62,437.91,252,438.56,2021-09-28T13:45:00Z,49434,438.228236
437.7,437.905,437.2,168,437.905,2021-09-28T13:50:00Z,21572,437.541816
438.05,438.155,437.34,132,437.685,2021-09-28T13:55:00Z,19986,437.87973
437.09,437.8,436.59,246,437.76,2021-09-28T14:00:00Z,36794,437.002408
436.31,437.215,436.27,184,437.05,2021-09-28T14:05:00Z,39724,436.495625
436.21,436.57,436.02,206,436.28,2021-09-28T14:10:00Z,38136,436.257254
435.54,436.37,435.4,288,436.06,2021-09-28T14:15:00Z,73941,435.903395
435.61,435.61,434.96,212,435.48,2021-09-28T14:20:00Z,36298,435.210206
435.89,435.89,434.975,208,435.59,2021-09-28T14:25:00Z,34269,435.409158
435.44,435.96,435.17,205,435.85,2021-09-28T14:30:00Z,34106,435.656352
436.45,436.55,434.99,203,435.52,2021-09-28T14:35:00Z,26266,435.91339
436.39,436.55,436.13,181,436.35,2021-09-28T14:40:00Z,34512,436.320523
435.96,436.56,435.92,103,436.31,2021-09-28T14:45:00Z,17308,436.306959
435.69,436.17,435.545,119,435.96,2021-09-28T14:50:00Z,16738,435.812271
435.69,435.82,435.26,147,435.725,2021-09-28T14:55:00Z,31699,435.551963
435.2,435.83,435.2,150,435.83,2021-09-28T15:00:00Z,18803,435.475097
434.65,435.35,434.55,225,435.025,2021-09-28T15:05:00Z,39837,434.826112
434.38,434.825,434.345,113,434.68,2021-09-28T15:10:00Z,17890,434.616365
434.61,434.62,433.805,187,434.34,2021-09-28T15:15:00Z,45098,434.128677
434.78,435.075,434.425,241,434.56,2021-09-28T15:20:00Z,63141,434.821879
434.63,435.13,434.5,108,434.86,2021-09-28T15:25:00Z,9414,434.869558
434.84,434.92,434.16,156,434.47,2021-09-28T15:30:00Z,20651,434.362519
434.86,435.04,434.49,152,434.76,2021-09-28T15:35:00Z,26263,434.891706
434.235,434.93,434.15,155,434.895,2021-09-28T15:40:00Z,24543,434.391904
434.345,434.54,434.04,205,434.3,2021-09-28T15:45:00Z,34184,434.205858
434.465,434.465,433.79,213,434.14,2021-09-28T15:50:00Z,45644,434.034772
434.55,434.65,434.31,157,434.43,2021-09-28T15:55:00Z,24219,434.479248
433.95,434.54,433.77,79,434.53,2021-09-28T16:00:00Z,10865,434.139412
434.34,434.47,433.66,146,433.895,2021-09-28T16:05:00Z,24681,433.936204
434.87,435.045,434.26,200,434.26,2021-09-28T16:10:00Z,33822,434.777233
434.96,435.015,434.77,52,434.84,2021-09-28T16:15:00Z,9666,434.872581
434.82,434.94,434.49,125,434.79,2021-09-28T16:20:00Z,19999,434.771963
434.65,435.015,434.645,59,434.75,2021-09-28T16:25:00Z,6231,434.743114
434.33,434.615,434.03,145,434.615,2021-09-28T16:30:00Z,35367,434.321195
434.11,434.33,433.97,94,434.33,2021-09-28T16:35:00Z,26260,434.09628
433.48,433.99,433.46,92,433.99,2021-09-28T16:40:00Z,9634,433.678382
433.36,433.58,433.26,101,433.49,2021-09-28T16:45:00Z,16893,433.471615
433.47,433.83,433.17,117,433.18,2021-09-28T16:50:00Z,32001,433.386081
433.39,433.71,433.18,110,433.495,2021-09-28T16:55:00Z,24709,433.32508
433.35,433.5,433.0,148,433.345,2021-09-28T17:00:00Z,52396,433.241279
433.57,433.79,433.005,120,433.26,2021-09-28T17:05:00Z,26498,433.586807
433.61,433.76,433.325,85,433.57,2021-09-28T17:10:00Z,18795,433.597519
433.85,433.95,433.65,90,433.65,2021-09-28T17:15:00Z,9856,433.817689
434.375,434.375,433.92,72,433.92,2021-09-28T17:20:00Z,7321,434.162617
434.69,435.0,434.475,181,434.475,2021-09-28T17:25:00Z,30911,434.736663
434.3,434.645,434.26,59,434.635,2021-09-28T17:30:00Z,6968,434.407833
434.37,434.43,434.18,63,434.33,2021-09-28T17:35:00Z,9164,434.355147
434.35,434.945,434.35,75,434.5,2021-09-28T17:40:00Z,10826,434.64035
434.13,434.5,433.95,53,434.365,2021-09-28T17:45:00Z,5551,434.237222
433.835,434.15,433.835,100,434.08,2021-09-28T17:50:00Z,17066,434.063026
433.725,434.005,433.71,100,433.915,2021-09-28T17:55:00Z,14905,433.834489
433.72,433.85,433.53,77,433.765,2021-09-28T18:00:00Z,8850,433.652934
433.765,433.93,433.555,143,433.705,2021-09-28T18:05:00Z,14030,433.733935
433.195,433.6,433.02,175,433.6,2021-09-28T18:10:00Z,17914,433.210438
434.27,434.28,433.28,179,433.28,2021-09-28T18:15:00Z,21648,433.747714
434.93,434.98,434.38,180,434.38,2021-09-28T18:20:00Z,43755,434.664254
435.22,435.22,434.63,184,434.9,2021-09-28T18:25:00Z,28119,434.989256
434.64,435.15,434.56,154,435.105,2021-09-28T18:30:00Z,41151,434.849833
434.66,434.81,434.25,195,434.62,2021-09-28T18:35:00Z,35621,434.464465
435.37,435.37,434.68,179,434.68,2021-09-28T18:40:00Z,30006,435.136994
435.92,436.16,435.47,245,435.47,2021-09-28T18:45:00Z,39623,435.928999
435.58,436.18,435.56,168,436.15,2021-09-28T18:50:00Z,17614,435.877774
435.87,436.17,435.58,195,435.64,2021-09-28T18:55:00Z,29712,435.998444
436.005,436.33,435.65,172,435.76,2021-09-28T19:00:00Z,34657,435.913985
436.36,436.67,435.81,217,436.01,2021-09-28T19:05:00Z,31783,436.251694
436.13,436.47,436.11,144,436.26,2021-09-28T19:10:00Z,22667,436.260081
435.94,436.415,435.925,211,436.11,2021-09-28T19:15:00Z,40923,436.133525
435.32,436.38,435.3,268,436.0,2021-09-28T19:20:00Z,38552,435.770526
434.82,435.37,434.82,263,435.27,2021-09-28T19:25:00Z,28430,435.187334
434.85,435.235,434.65,372,434.7,2021-09-28T19:30:00Z,50560,434.904967
434.77,435.525,434.68,394,434.72,2021-09-28T19:35:00Z,58900,434.992754
434.75,435.55,434.7,261,434.73,2021-09-28T19:40:00Z,37813,435.039858
433.62,435.03,433.62,462,434.8,2021-09-28T19:45:00Z,78488,434.19711
433.795,434.11,433.205,530,433.57,2021-09-28T19:50:00Z,80128,433.637027
433.63,434.14,433.44,1101,433.815,2021-09-28T19:55:00Z,203493,433.738667
434.28,434.28,434.28,1,434.28,2021-09-28T20:00:00Z,300,434.28
433.98,434.16,433.98,5,434.16,2021-09-28T20:05:00Z,1700,434.075127
433.91,434.09,433.89,7,433.89,2021-09-28T20:10:00Z,2168,433.956667
433.75,433.8,433.75,3,433.8,2021-09-28T20:15:00Z,1021,433.775
433.82,433.87,433.82,4,433.87,2021-09-28T20:20:00Z,1600,433.844375
433.89,433.89,433.89,1,433.89,2021-09-28T20:30:00Z,500,433.89
434.36,434.38,434.36,2,434.38,2021-09-28T20:45:00Z,1000,434.37
434.34,434.34,434.34,1,434.34,2021-09-28T20:50:00Z,100,434.34
434.28,434.28,434.28,1,434.28,2021-09-28T20:55:00Z,100,434.28
436.02,436.02,436.02,4,436.02,2021-09-29T12:15:00Z,1500,436.02
435.35,435.35,435.35,1,435.35,2021-09-29T12:30:00Z,500,435.35
435.1,435.38,435.1,3,435.38,2021-09-29T12:35:00Z,1467,435.219291
435.28,435.28,435.28,1,435.28,2021-09-29T12:40:00Z,500,435.28
435.24,435.24,435.24,1,435.24,2021-09-29T12:45:00Z,500,435.24
435.51,435.51,435.51,4,435.51,2021-09-29T12:50:00Z,1900,435.51
434.72,435.04,434.72,4,435.04,2021-09-29T13:15:00Z,1800,434.886667
434.75,435.685,434.75,128,435.16,2021-09-29T13:30:00Z,23785,435.312044
434.595,435.045,434.475,104,434.74,2021-09-29T13:35:00Z,11925,434.693891
434.21,434.82,434.21,110,434.645,2021-09-29T13:40:00Z,32968,434.543256
435.28,435.28,434.03,110,434.42,2021-09-29T13:45:00Z,29386,434.45702
436.25,436.355,435.06,174,435.2,2021-09-29T13:50:00Z,34133,435.83172
436.115,436.46,435.85,249,436.29,2021-09-29T13:55:00Z,39022,436.226702
436.07,436.94,435.95,218,436.29,2021-09-29T14:00:00Z,33451,436.342977
436.36,436.36,435.8,117,436.17,2021-09-29T14:05:00Z,10195,436.064495
436.04,436.51,435.86,166,436.46,2021-09-29T14:10:00Z,23293,436.176099
436.2,436.36,436.01,78,436.08,2021-09-29T14:15:00Z,9831,436.216756
436.69,436.905,436.4,105,436.41,2021-09-29T14:20:00Z,19401,436.719741
436.27,436.81,436.27,95,436.63,2021-09-29T14:25:00Z,12026,436.611273
435.7,436.39,435.5,138,436.295,2021-09-29T14:30:00Z,25299,435.829169
435.68,436.19,435.68,43,435.88,2021-09-29T14:35:00Z,2866,435.908905
436.33,436.33,435.92,38,435.93,2021-09-29T14:40:00Z,3618,436.067295
436.79,437.03,436.01,134,436.46,2021-09-29T14:45:00Z,15439,436.606986
436.53,436.98,436.205,151,436.785,2021-09-29T14:50:00Z,21280,436.63819
436.75,436.75,436.325,95,436.545,2021-09-29T14:55:00Z,9974,436.516547
436.02,436.78,436.02,71,436.78,2021-09-29T15:00:00Z,10029,436.417593
436.48,436.55,436.09,50,436.09,2021-09-29T15:05:00Z,7110,436.433637
436.315,436.55,436.195,51,436.31,2021-09-29T15:10:00Z,6176,436.255614
436.08,436.32,435.96,35,436.3,2021-09-29T15:15:00Z,4459,436.052487
436.105,436.105,435.8,43,435.955,2021-09-29T15:20:00Z,4230,435.937821
435.76,436.09,435.71,65,436.05,2021-09-29T15:25:00Z,13070,435.864999
435.94,435.99,435.68,72,435.785,2021-09-29T15:30:00Z,9369,435.840114
435.18,435.86,435.13,100,435.86,2021-09-29T15:35:00Z,11581,435.513841
435.245,435.35,435.015,104,435.15,2021-09-29T15:40:00Z,28808,435.198591
435.52,435.52,435.02,70,435.23,2021-09-29T15:45:00Z,11124,435.142286
435.38,435.72,435.38,44,435.52,2021-09-29T15:50:00Z,4861,435.595882
435.625,435.66,435.33,48,435.375,2021-09-29T15:55:00Z,4483,435.49564
435.8,435.85,435.54,46,435.67,2021-09-29T16:00:00Z,6593,435.784129
435.5,435.86,435.42,44,435.845,2021-09-29T16:05:00Z,3699,435.64376
435.0,435.43,435.0,35,435.395,2021-09-29T16:10:00Z,1612,435.17875
435.12,435.12,434.65,99,434.85,2021-09-29T16:15:00Z,10841,434.782108
434.46,435.1,434.4,77,435.1,2021-09-29T16:20:00Z,15377,434.641378
434.57,434.79,434.295,112,434.515,2021-09-29T16:25:00Z,15090,434.500362
434.885,434.95,434.54,55,434.54,2021-09-29T16:30:00Z,12798,434.806152
434.71,434.84,434.505,56,434.8,2021-09-29T16:35:00Z,8250,434.659837
434.54,434.93,434.485,34,434.65,2021-09-29T16:40:00Z,3528,434.725151
434.84,434.84,434.36,102,434.605,2021-09-29T16:45:00Z,18288,434.492797
435.22,435.25,434.76,62,434.76,2021-09-29T16:50:00Z,20121,435.131722
435.045,435.275,435.045,31,435.27,2021-09-29T16:55:00Z,3614,435.147175
434.82,435.0,434.82,46,434.87,2021-09-29T17:00:00Z,8424,434.888718
434.595,434.74,434.49,51,434.74,2021-09-29T17:05:00Z,7323,434.609366
434.69,435.14,434.67,65,434.975,2021-09-29T17:10:00Z,13268,434.941111
435.16,435.29,434.68,61,434.78,2021-09-29T17:15:00Z,15899,435.150651
435.26,435.37,435.15,80,435.2,2021-09-29T17:20:00Z,21262,435.235564
434.73,435.04,434.585,56,435.04,2021-09-29T17:25:00Z,6750,434.836496
434.36,434.56,434.19,81,434.56,2021-09-29T17:30:00Z,36536,434.305527
434.15,434.37,434.15,74,434.37,2021-09-29T17:35:00Z,6583,434.229573
434.5,434.63,433.87,160,434.185,2021-09-29T17:40:00Z,25627,434.117801
434.285,434.7,434.285,73,434.44,2021-09-29T17:45:00Z,27589,434.499354
434.615,434.8,434.235,77,434.28,2021-09-29T17:50:00Z,15537,434.544047
434.84,434.865,434.64,85,434.66,2021-09-29T17:55:00Z,15430,434.751246
435.1,435.135,434.865,58,434.89,2021-09-29T18:00:00Z,8643,434.943529
435.83,435.83,435.0,54,435.09,2021-09-29T18:05:00Z,6606,435.410875
436.515,436.515,435.85,140,435.85,2021-09-29T18:10:00Z,35786,436.222296
436.355,436.595,436.335,253,436.47,2021-09-29T18:15:00Z,36426,436.47168
436.22,436.465,436.12,174,436.355,2021-09-29T18:20:00Z,25489,436.258317
436.2,436.32,436.17,100,436.23,2021-09-29T18:25:00Z,8932,436.231594
436.58,436.6,436.225,97,436.25,2021-09-29T18:30:00Z,12593,436.472021
436.36,436.46,436.34,45,436.4,2021-09-29T18:35:00Z,5310,436.409485
436.73,436.83,436.295,44,436.295,2021-09-29T18:40:00Z,7340,436.573567
436.375,436.98,436.34,75,436.74,2021-09-29T18:45:00Z,12414,436.551039
436.67,436.75,436.48,70,436.56,2021-09-29T18:50:00Z,12108,436.584773
436.65,436.67,436.46,41,436.66,2021-09-29T18:55:00Z,4495,436.556108
436.07,436.83,436.04,81,436.63,2021-09-29T19:00:00Z,12623,436.421226
436.26,436.51,436.0,87,436.0,2021-09-29T19:05:00Z,11740,436.327357
436.55,436.56,436.19,55,436.28,2021-09-29T19:10:00Z,9716,436.292914
436.29,436.605,436.29,69,436.51,2021-09-29T19:15:00Z,10937,436.488853
436.02,436.37,436.0,68,436.37,2021-09-29T19:20:00Z,8602,436.141447
436.17,436.34,436.13,46,436.14,2021-09-29T19:25:00Z,6593,436.22916
436.09,436.23,435.95,116,436.13,2021-09-29T19:30:00Z,15312,436.069072
435.655,436.105,435.615,168,436.1,2021-09-29T19:35:00Z,22459,435.786147
435.145,435.685,435.08,240,435.685,2021-09-29T19:40:00Z,32216,435.341999
435.23,435.36,434.995,211,435.07,2021-09-29T19:45:00Z,31362,435.168977
434.39,435.2,434.38,290,435.2,2021-09-29T19:50:00Z,33915,434.777802
434.35,434.46,433.975,509,434.4,2021-09-29T19:55:00Z,62466,434.20807
434.82,434.82,434.62,14,434.62,2021-09-29T20:00:00Z,4600,434.661304
435.11,435.11,434.96,4,434.99,2021-09-29T20:05:00Z,1263,434.991671
435.16,435.21,434.96,22,435.06,2021-09-29T20:10:00Z,8781,435.100788
435.0,435.08,435.0,8,435.08,2021-09-29T20:15:00Z,2500,435.044
434.81,434.98,434.81,12,434.98,2021-09-29T20:20:00Z,4400,434.90289
434.8,434.81,434.8,2,434.81,2021-09-29T20:25:00Z,250,434.806
435.1,435.1,434.93,2,434.93,2021-09-29T20:30:00Z,1000,435.015
435.1,435.1,435.1,1,435.1,2021-09-29T20:35:00Z,500,435.1
435.03,435.03,435.03,1,435.03,2021-09-29T20:40:00Z,500,435.03
435.0,435.0,435.0,1,435.0,2021-09-29T20:50:00Z,500,435.0
435.88,435.88,435.88,1,435.88,2021-09-30T12:55:00Z,500,435.88
435.5,435.5,435.5,1,435.5,2021-09-30T13:00:00Z,500,435.5
435.28,435.28,435.28,1,435.28,2021-09-30T13:05:00Z,174,435.28
435.5,435.5,435.5,1,435.5,2021-09-30T13:10:00Z,500,435.5
435.58,435.58,435.58,1,435.58,2021-09-30T13:15:00Z,500,435.58
435.33,435.33,435.3,2,435.3,2021-09-30T13:20:00Z,400,435.3225
436.1,436.755,435.93,177,435.93,2021-09-30T13:30:00Z,38659,436.390181
435.535,436.46,435.26,172,436.22,2021-09-30T13:35:00Z,25144,436.024527
435.72,436.03,435.325,113,435.49,2021-09-30T13:40:00Z,16153,435.659691
436.33,436.33,435.58,107,435.81,2021-09-30T13:45:00Z,17230,436.016482
436.53,436.74,436.335,107,436.45,2021-09-30T13:50:00Z,13205,436.556465
435.81,436.69,435.79,83,436.65,2021-09-30T13:55:00Z,9620,436.291552
435.8,435.99,435.61,135,435.78,2021-09-30T14:00:00Z,19395,435.806403
435.19,435.79,434.66,199,435.75,2021-09-30T14:05:00Z,33620,435.263493
434.85,435.64,434.825,93,435.26,2021-09-30T14:10:00Z,18964,435.322965
435.94,436.04,434.85,133,434.875,2021-09-30T14:15:00Z,40095,435.576395
434.91,436.085,434.91,157,435.9,2021-09-30T14:20:00Z,28708,435.445748
435.155,435.48,434.87,104,434.87,2021-09-30T14:25:00Z,16445,435.231242
435.195,435.28,434.59,130,435.08,2021-09-30T14:30:00Z,16911,434.91601
434.985,435.245,434.86,116,435.245,2021-09-30T14:35:00Z,24397,434.994366
434.565,434.96,434.21,148,434.96,2021-09-30T14:40:00Z,26997,434.617786
434.56,434.685,434.24,131,434.62,2021-09-30T14:45:00Z,20830,434.48384
434.15,434.52,434.045,106,434.34,2021-09-30T14:50:00Z,16200,434.236658
433.77,434.11,433.395,202,434.11,2021-09-30T14:55:00Z,42355,433.663418
434.01,434.12,433.47,147,433.64,2021-09-30T15:00:00Z,18939,433.864055
434.295,434.36,433.82,161,434.09,2021-09-30T15:05:00Z,25899,434.159786
434.345,434.425,434.135,92,434.28,2021-09-30T15:10:00Z,11248,434.291004
434.93,435.13,434.355,113,434.355,2021-09-30T15:15:00Z,24594,434.871288
434.36,434.94,434.36,126,434.93,2021-09-30T15:20:00Z,18756,434.644282
434.71,434.71,434.31,68,434.33,2021-09-30T15:25:00Z,10733,434.403741
433.5,434.675,433.5,127,434.675,2021-09-30T15:30:00Z,17653,434.139492
432.995,433.555,432.82,192,433.55,2021-09-30T15:35:00Z,33514,433.141946
432.59,432.82,432.25,222,432.81,2021-09-30T15:40:00Z,37329,432.465385
431.915,432.64,431.79,167,432.57,2021-09-30T15:45:00Z,35423,432.152738
432.3,432.3,431.525,145,432.02,2021-09-30T15:50:00Z,29540,431.983017
432.26,432.35,431.905,215,432.29,2021-09-30T15:55:00Z,34391,432.187043
431.67,432.465,431.61,281,432.125,2021-09-30T16:00:00Z,46044,431.993817
430.53,431.75,430.53,200,431.655,2021-09-30T16:05:00Z,45595,431.202997
430.7,430.95,430.1,344,430.62,2021-09-30T16:10:00Z,78872,430.558313
430.64,430.875,430.395,291,430.61,2021-09-30T16:15:00Z,54114,430.629969
430.4,431.11,430.3,235,430.71,2021-09-30T16:20:00Z,46229,430.702822
430.41,431.01,430.41,141,430.55,2021-09-30T16:25:00Z,29051,430.70018
430.61,430.71,430.0,149,430.36,2021-09-30T16:30:00Z,24556,430.203695
430.94,431.22,430.57,120,430.6,2021-09-30T16:35:00Z,20461,430.956528
430.775,431.04,430.59,104,430.88,2021-09-30T16:40:00Z,17592,430.774162
431.31,431.32,430.58,117,430.77,2021-09-30T16:45:00Z,21333,431.038503
431.18,431.45,430.95,167,431.31,2021-09-30T16:50:00Z,22952,431.187166
430.86,431.165,430.65,74,431.165,2021-09-30T16:55:00Z,11619,430.898038
431.47,431.47,430.62,130,430.91,2021-09-30T17:00:00Z,19172,431.087908
431.95,431.95,431.345,120,431.42,2021-09-30T17:05:00Z,25112,431.603932
431.66,432.005,431.605,101,431.97,2021-09-30T17:10:00Z,21146,431.765685
431.82,432.18,431.48,113,431.77,2021-09-30T17:15:00Z,19738,431.7703
431.075,431.83,431.075,152,431.83,2021-09-30T17:20:00Z,37781,431.368295
430.99,431.11,430.85,74,431.04,2021-09-30T17:25:00Z,13591,431.030204
430.71,430.88,430.59,118,430.88,2021-09-30T17:30:00Z,20817,430.70765
431.17,431.31,430.43,136,430.65,2021-09-30T17:35:00Z,31333,430.983119
431.06,431.37,430.96,73,431.16,2021-09-30T17:40:00Z,19583,431.11961
431.21,431.44,430.88,82,431.14,2021-09-30T17:45:00Z,14971,431.202957
431.85,431.85,431.21,79,431.29,2021-09-30T17:50:00Z,12976,431.448368
431.81,431.84,431.64,49,431.75,2021-09-30T17:55:00Z,9629,431.769174
432.35,432.59,431.86,231,431.86,2021-09-30T18:00:00Z,42844,432.411758
433.1,433.13,432.36,130,432.36,2021-09-30T18:05:00Z,22894,432.715858
432.91,433.045,432.69,116,433.02,2021-09-30T18:10:00Z,21892,432.879453
432.19,432.925,432.19,147,432.91,2021-09-30T18:15:00Z,28087,432.462851
432.22,432.325,432.07,117,432.23,2021-09-30T18:20:00Z,14551,432.191543
432.58,432.58,432.05,130,432.135,2021-09-30T18:25:00Z,21219,432.197506
433.1,433.1,432.59,134,432.6,2021-09-30T18:30:00Z,26811,432.790279
432.64,433.215,432.62,60,433.215,2021-09-30T18:35:00Z,11543,432.871428
433.29,433.44,432.665,162,432.69,2021-09-30T18:40:00Z,44741,433.213635
433.32,433.43,433.015,105,433.37,2021-09-30T18:45:00Z,20146,433.281343
432.94,433.83,432.94,216,433.39,2021-09-30T18:50:00Z,42108,433.316433
432.47,432.87,432.47,93,432.87,2021-09-30T18:55:00Z,14010,432.6306
432.14,432.67,431.95,181,432.43,2021-09-30T19:00:00Z,23995,432.271294
432.52,432.77,432.185,164,432.185,2021-09-30T19:05:00Z,18084,432.47049
433.04,433.15,432.58,234,432.58,2021-09-30T19:10:00Z,28098,432.950017
433.06,433.55,433.03,120,433.14,2021-09-30T19:15:00Z,18439,433.310258
432.51,433.04,432.49,217,433.04,2021-09-30T19:20:00Z,34971,432.690888
432.32,432.745,432.32,233,432.45,2021-09-30T19:25:00Z,42618,432.560787
432.915,433.15,432.145,637,432.28,2021-09-30T19:30:00Z,85879,432.484816
432.01,432.925,432.0,374,432.92,2021-09-30T19:35:00Z,46337,432.433763
431.33,432.15,431.24,330,431.99,2021-09-30T19:40:00Z,50951,431.61767
430.8,431.305,430.78,492,431.29,2021-09-30T19:45:00Z,62173,431.016894
430.19,430.94,430.07,790,430.94,2021-09-30T19:50:00Z,164724,430.402234
429.06,430.215,428.95,1666,430.19,2021-09-30T19:55:00Z,290813,429.737446
429.77,429.87,429.23,16,429.65,2021-09-30T20:00:00Z,6858,429.527142
429.67,429.93,429.5,13,429.93,2021-09-30T20:05:00Z,4091,429.703282
429.8,429.82,429.71,9,429.8,2021-09-30T20:10:00Z,2200,429.780909
429.62,429.7,429.61,14,429.66,2021-09-30T20:15:00Z,6713,429.645075
429.42,429.65,429.37,12,429.65,2021-09-30T20:20:00Z,3400,429.495757
429.45,429.45,429.305,5,429.305,2021-09-30T20:25:00Z,1500,429.368333
429.22,429.22,429.22,1,429.22,2021-09-30T20:35:00Z,500,429.22
429.15,429.15,429.07,10,429.12,2021-09-30T20:40:00Z,1742,429.110362
429.2,429.2,429.2,1,429.2,2021-09-30T20:45:00Z,301,429.2
431.06,431.06,431.06,1,431.06,2021-10-01T12:15:00Z,100,431.06
431.0,431.0,431.0,2,431.0,2021-10-01T12:30:00Z,1000,431.0
430.43,430.43,430.43,1,430.43,2021-10-01T12:35:00Z,500,430.43
430.25,430.25,430.25,1,430.25,2021-10-01T12:45:00Z,500,430.25
430.29,430.29,430.29,5,430.29,2021-10-01T12:50:00Z,2800,430.29
430.75,430.75,430.75,2,430.75,2021-10-01T13:00:00Z,338,430.75
430.93,430.93,430.93,1,430.93,2021-10-01T13:10:00Z,500,430.93
431.11,431.11,431.11,4,431.11,2021-10-01T13:15:00Z,1800,431.11
431.1,431.1,431.1,1,431.1,2021-10-01T13:25:00Z,800,431.1
430.43,431.6,430.32,211,431.02,2021-10-01T13:30:00Z,42280,431.10189
429.78,430.74,429.745,148,430.18,2021-10-01T13:35:00Z,32244,430.200285
429.28,430.045,429.28,159,429.73,2021-10-01T13:40:00Z,29737,429.718955
429.53,429.815,429.08,273,429.27,2021-10-01T13:45:00Z,77529,429.430094
429.41,429.66,428.96,129,429.43,2021-10-01T13:50:00Z,25226,429.341735
429.47,429.47,428.87,110,429.3,2021-10-01T13:55:00Z,14174,429.148886
429.35,430.25,428.99,290,429.55,2021-10-01T14:00:00Z,63951,429.813157
429.66,430.05,429.13,126,429.39,2021-10-01T14:05:00Z,26480,429.578584
429.56,429.98,429.36,103,429.73,2021-10-01T14:10:00Z,15581,429.749614
428.1,429.545,427.94,268,429.52,2021-10-01T14:15:00Z,81951,428.570742
427.36,428.21,427.255,187,428.005,2021-10-01T14:20:00Z,61008,427.569384
427.68,428.15,427.27,218,427.45,2021-10-01T14:25:00Z,47830,427.692626
427.72,427.97,427.55,145,427.59,2021-10-01T14:30:00Z,21405,427.705669
427.53,428.18,427.52,125,427.74,2021-10-01T14:35:00Z,25512,427.861508
427.58,428.28,427.37,169,427.39,2021-10-01T14:40:00Z,30705,427.926882
428.35,428.37,427.31,208,427.55,2021-10-01T14:45:00Z,64997,427.564327
428.17,428.465,428.02,97,428.23,2021-10-01T14:50:00Z,25397,428.280831
429.16,429.16,428.36,174,428.39,2021-10-01T14:55:00Z,25308,428.777601
429.2,429.665,429.02,147,429.17,2021-10-01T15:00:00Z,26626,429.385353
428.45,429.29,428.44,102,429.165,2021-10-01T15:05:00Z,17171,428.830776
430.49,430.51,428.29,133,428.495,2021-10-01T15:10:00Z,34415,429.463367
430.5,430.55,430.09,135,430.34,2021-10-01T15:15:00Z,23558,430.378112
430.875,430.92,430.195,132,430.595,2021-10-01T15:20:00Z,19461,430.557873
430.405,430.945,430.385,136,430.89,2021-10-01T15:25:00Z,36925,430.677808
431.02,431.02,430.37,144,430.67,2021-10-01T15:30:00Z,22566,430.71076
431.36,431.47,430.81,150,431.02,2021-10-01T15:35:00Z,32435,431.137934
431.86,431.92,431.29,204,431.37,2021-10-01T15:40:00Z,26909,431.571564
431.72,432.075,431.7,124,431.865,2021-10-01T15:45:00Z,19874,431.852292
431.81,431.81,431.28,114,431.665,2021-10-01T15:50:00Z,28546,431.454158
431.43,431.68,431.18,70,431.68,2021-10-01T15:55:00Z,11458,431.328524
431.145,431.62,430.99,94,431.43,2021-10-01T16:00:00Z,23744,431.279558
431.62,431.62,431.06,83,431.21,2021-10-01T16:05:00Z,14819,431.361711
