c,h,l,n,o,t,v,vw
383.35,386.49,381.08,14496,385.16,2022-12-16T05:00:00Z,1699530,383.420482
380.0,383.78,378.305,10733,383.535,2022-12-19T05:00:00Z,979700,380.522579
380.49,382.195,377.865,6310,379.18,2022-12-20T05:00:00Z,612906,380.416928
386.13,387.365,382.735,7141,383.27,2022-12-21T05:00:00Z,705913,385.53829
380.73,383.365,374.77,13667,383.01,2022-12-22T05:00:00Z,1432802,378.835911
382.75,383.04,378.06,9185,379.66,2022-12-23T05:00:00Z,666399,381.281148
381.335,383.075,379.67,10235,382.88,2022-12-27T05:00:00Z,609727,381.533104
376.69,383.33,376.51,11861,381.33,2022-12-28T05:00:00Z,918689,378.973416
383.37,384.34,379.12,11648,379.69,2022-12-29T05:00:00Z,1118483,382.986937
382.47,382.57,378.44,9571,380.66,2022-12-30T05:00:00Z,933670,380.458101
380.92,386.425,377.89,10605,384.33,2023-01-03T05:00:00Z,1210981,381.028394
383.75,385.82,380.05,12106,383.2,2023-01-04T05:00:00Z,1313126,383.267016
379.34,381.83,378.8,9828,381.56,2023-01-05T05:00:00Z,1041106,380.045589
388.01,389.24,379.56,14524,382.71,2023-01-06T05:00:00Z,1593344,386.225243
387.9,393.64,387.67,12268,390.375,2023-01-09T05:00:00Z,930814,390.839381
390.6,390.63,386.28,11158,387.21,2023-01-10T05:00:00Z,835820,389.09566
395.55,395.59,391.48,9867,392.38,2023-01-11T05:00:00Z,963241,393.703735
397.03,398.46,392.46,11479,396.74,2023-01-12T05:00:00Z,1081572,396.199477
398.49,399.08,393.38,11669,393.65,2023-01-13T05:00:00Z,833579,396.839622
397.75,400.19,397.1,10999,398.52,2023-01-17T05:00:00Z,861542,398.235019
391.59,400.1,391.3,13330,399.14,2023-01-18T05:00:00Z,1636291,394.160725
388.57,391.06,387.3,12302,389.16,2023-01-19T05:00:00Z,1224701,389.26785
395.89,396.03,388.42,12531,389.95,2023-01-20T05:00:00Z,1232221,392.955109
400.59,402.635,395.74,13319,396.82,2023-01-23T05:00:00Z,1240802,400.077897
400.21,401.145,397.72,9389,398.88,2023-01-24T05:00:00Z,804302,399.839221
400.245,400.68,393.59,13043,395.83,2023-01-25T05:00:00Z,1223209,397.426913
404.75,404.91,400.04,12242,403.21,2023-01-26T05:00:00Z,1024840,402.661288
405.68,408.145,403.485,12096,403.73,2023-01-27T05:00:00Z,1154808,406.106561
400.63,405.1,400.305,14100,402.745,2023-01-30T05:00:00Z,1351155,402.20673
406.5,406.51,400.86,11911,401.12,2023-01-31T05:00:00Z,1102712,403.980586
410.65,413.65,402.39,13663,405.1,2023-02-01T05:00:00Z,1473487,407.27026
416.73,418.27,412.89,17426,414.85,2023-02-02T05:00:00Z,1588666,415.626643
412.31,416.91,411.125,12938,411.55,2023-02-03T05:00:00Z,1127556,413.604413
409.95,411.23,408.11,9927,409.82,2023-02-06T05:00:00Z,759146,409.958736
415.25,416.49,407.74,12575,408.89,2023-02-07T05:00:00Z,1295710,411.90294
410.7,414.53,409.97,14426,413.15,2023-02-08T05:00:00Z,1526958,411.461177
407.15,414.55,405.89,16275,414.5,2023-02-09T05:00:00Z,1545776,409.381942
408.01,408.44,405.045,12146,405.94,2023-02-10T05:00:00Z,1082160,407.003091
412.74,412.96,408.24,10657,408.76,2023-02-13T05:00:00Z,888501,411.688725
412.72,415.02,408.52,11979,411.24,2023-02-14T05:00:00Z,1157809,412.07961
413.955,413.955,409.785,10210,410.44,2023-02-15T05:00:00Z,821878,412.120701
408.27,412.91,408.2,11785,408.82,2023-02-16T05:00:00Z,1163982,410.437831
407.255,407.49,404.075,13545,405.97,2023-02-17T05:00:00Z,1227607,405.875165
399.06,404.075,398.83,15519,403.1,2023-02-21T05:00:00Z,1516566,400.429589
398.53,401.13,397.03,12056,399.51,2023-02-22T05:00:00Z,1170602,398.916009
400.6,402.2,396.29,11958,401.53,2023-02-23T05:00:00Z,1399412,399.524615
396.44,397.235,393.69,12701,395.4,2023-02-24T05:00:00Z,1237939,395.431669
397.695,401.21,396.77,9968,399.92,2023-02-27T05:00:00Z,874279,398.738538
396.26,399.23,396.26,11621,397.29,2023-02-28T05:00:00Z,1008867,397.667413
394.715,396.675,393.4,10160,395.38,2023-03-01T05:00:00Z,1054008,394.974195
397.83,398.685,392.37,14689,392.69,2023-03-02T05:00:00Z,1345473,395.396432
404.175,404.415,399.035,12460,399.71,2023-03-03T05:00:00Z,1236338,402.53941
404.45,407.44,404.03,10766,405.13,2023-03-06T05:00:00Z,1000217,405.55069
398.29,404.65,397.625,14966,404.415,2023-03-07T05:00:00Z,1385511,399.975906
398.87,399.7,396.62,11698,398.41,2023-03-08T05:00:00Z,1166923,398.064224
391.65,401.46,390.535,19689,399.74,2023-03-09T05:00:00Z,1863803,395.39108
385.885,393.14,384.34,25055,390.98,2023-03-10T05:00:00Z,2663479,387.799602
385.33,390.32,380.69,24736,381.78,2023-03-13T04:00:00Z,2716899,386.288359
391.68,393.41,387.06,25291,390.49,2023-03-14T04:00:00Z,2748577,390.540554
389.29,389.41,383.74,22171,385.72,2023-03-15T04:00:00Z,2281311,386.791871
396.03,396.43,386.3,17071,386.99,2023-03-16T04:00:00Z,1918071,392.903062
390.12,394.29,388.555,15988,393.2,2023-03-17T04:00:00Z,1802218,390.745141
393.58,394.15,390.11,16081,390.82,2023-03-20T04:00:00Z,1518151,392.599416
398.88,399.4,395.59,15047,397.26,2023-03-21T04:00:00Z,1626744,397.370585
392.19,402.48,392.12,15557,398.735,2023-03-22T04:00:00Z,1863383,398.589297
393.29,399.275,390.41,16149,395.08,2023-03-23T04:00:00Z,1692167,395.214528
395.7,395.83,389.4,14095,391.81,2023-03-24T04:00:00Z,1347657,393.051091
396.42,398.87,395.56,14312,398.13,2023-03-27T04:00:00Z,1319918,397.006521
395.695,396.44,393.7,10882,395.74,2023-03-28T04:00:00Z,984276,395.1408
401.33,401.595,398.73,16182,399.93,2023-03-29T04:00:00Z,1505353,400.181346
403.63,404.34,401.76,13852,404.06,2023-03-30T04:00:00Z,1340759,403.184536
409.37,409.67,404.6,14776,404.68,2023-03-31T04:00:00Z,1675630,407.083473
411.01,411.37,408.45,14401,408.87,2023-04-03T04:00:00Z,1488912,409.965041
408.7,411.92,407.26,14901,411.61,2023-04-04T04:00:00Z,1683185,409.107836
407.63,408.61,405.9,13497,407.88,2023-04-05T04:00:00Z,1219176,407.218859
409.22,409.47,405.69,14965,406.77,2023-04-06T04:00:00Z,1496736,408.131202
409.68,409.68,405.985,13008,406.6,2023-04-10T04:00:00Z,1217743,407.791367
409.695,411.16,408.95,11292,410.12,2023-04-11T04:00:00Z,1023249,410.108206
408.04,412.16,407.45,13181,411.92,2023-04-12T04:00:00Z,1275272,409.74144
413.4,413.835,408.72,15579,409.21,2023-04-13T04:00:00Z,1685404,411.87296
412.495,415.09,410.085,12242,412.85,2023-04-14T04:00:00Z,1199080,412.12306
413.94,413.94,411.095,10876,412.38,2023-04-17T04:00:00Z,1127392,412.548882
414.215,415.72,412.79,15494,415.63,2023-04-18T04:00:00Z,1267974,414.065129
414.26,415.06,412.21,11245,412.21,2023-04-19T04:00:00Z,1075031,413.630891
411.835,413.69,410.27,11444,411.18,2023-04-20T04:00:00Z,1364870,411.889081
412.16,412.66,410.24,10150,412.11,2023-04-21T04:00:00Z,937587,411.793184
412.63,413.05,410.62,9286,411.98,2023-04-24T04:00:00Z,1002044,412.034816
406.12,411.14,406.04,15209,410.57,2023-04-25T04:00:00Z,1599541,408.005868
404.37,407.83,403.785,16644,406.75,2023-04-26T04:00:00Z,1650310,405.638654
412.38,412.675,406.75,17076,406.99,2023-04-27T04:00:00Z,1994345,410.198466
415.9,415.925,411.47,14287,411.48,2023-04-28T04:00:00Z,1694498,414.446493
415.56,417.6,415.275,11265,415.48,2023-05-01T04:00:00Z,1060641,416.236188
410.825,414.8,407.82,15259,414.79,2023-05-02T04:00:00Z,1700866,410.556187
407.96,413.84,407.79,10326,411.38,2023-05-03T04:00:00Z,1080213,410.865958
404.965,407.165,403.75,14807,406.92,2023-05-04T04:00:00Z,1700198,405.358252
412.68,413.7,408.65,13933,408.76,2023-05-05T04:00:00Z,1547470,411.581136
412.8,413.22,411.285,9992,412.96,2023-05-08T04:00:00Z,926139,412.503606
410.94,412.07,410.72,9476,411.15,2023-05-09T04:00:00Z,842492,411.324893
412.68,414.51,408.88,13850,413.88,2023-05-10T04:00:00Z,1426892,411.907208
412.08,412.39,409.97,8951,411.965,2023-05-11T04:00:00Z,988495,411.265833
411.61,413.63,409.11,8713,413.43,2023-05-12T04:00:00Z,999381,410.89378
413.02,413.39,410.26,8458,412.27,2023-05-15T04:00:00Z,813583,412.01462
410.28,412.78,410.25,9289,411.85,2023-05-16T04:00:00Z,1008235,411.489139
415.14,415.84,410.65,12506,412.34,2023-05-17T04:00:00Z,1343616,414.033074
419.215,419.66,414.7,10871,414.96,2023-05-18T04:00:00Z,1147069,417.201271
418.58,420.71,417.355,10308,420.2,2023-05-19T04:00:00Z,1158018,418.946408
418.77,420.37,417.37,8576,418.8,2023-05-22T04:00:00Z,925017,419.142206
414.135,418.06,413.685,11175,417.09,2023-05-23T04:00:00Z,1111986,415.815852
410.985,412.78,409.895,11157,412.41,2023-05-24T04:00:00Z,1204304,411.029899
414.62,416.07,412.43,12651,414.74,2023-05-25T04:00:00Z,1534315,414.224823
419.96,420.76,415.28,14236,415.33,2023-05-26T04:00:00Z,1594225,419.298841
420.135,422.575,418.76,10500,422.03,2023-05-30T04:00:00Z,1165756,420.553836
417.86,419.19,416.23,12847,418.26,2023-05-31T04:00:00Z,1585308,417.69383
421.79,422.92,416.855,12564,418.205,2023-06-01T04:00:00Z,1280781,420.701257
427.735,428.73,423.98,14856,424.58,2023-06-02T04:00:00Z,1485046,427.233539
427.1,429.67,426.38,9298,428.22,2023-06-05T04:00:00Z,1042292,428.071805
428.03,428.56,426.035,11370,426.67,2023-06-06T04:00:00Z,1132909,427.532158
426.57,429.6,426.13,12433,428.46,2023-06-07T04:00:00Z,1513065,427.338988
429.17,429.57,425.855,9324,426.565,2023-06-08T04:00:00Z,959745,428.280706
429.99,431.99,428.885,8933,430.08,2023-06-09T04:00:00Z,980638,430.383353
433.82,433.855,430.17,8910,430.925,2023-06-12T04:00:00Z,872286,431.996146
436.67,437.32,434.68,12166,435.41,2023-06-13T04:00:00Z,1434752,436.356502
437.14,439.03,433.655,9237,437.1,2023-06-14T04:00:00Z,1154840,436.623495
442.59,443.88,436.28,13512,436.38,2023-06-15T04:00:00Z,1762275,441.098083
439.28,443.11,438.98,10110,443.11,2023-06-16T04:00:00Z,1108906,440.942685
437.24,438.36,435.03,11064,437.43,2023-06-20T04:00:00Z,1191787,436.994298
434.85,436.97,434.37,8745,436.2,2023-06-21T04:00:00Z,1178565,435.464099
436.57,436.62,433.64,8750,433.99,2023-06-22T04:00:00Z,870482,435.301569
433.16,435.05,432.5,10825,432.96,2023-06-23T04:00:00Z,1161180,433.523681
431.4,434.55,431.205,9720,432.64,2023-06-26T04:00:00Z,1025359,432.646608
436.14,436.8,431.915,10174,432.39,2023-06-27T04:00:00Z,1114166,435.119355
436.34,437.42,434.41,8053,435.09,2023-06-28T04:00:00Z,934658,435.614623
438.14,438.265,435.62,8443,435.94,2023-06-29T04:00:00Z,762559,437.300117
443.22,444.22,441.18,8831,441.44,2023-06-30T04:00:00Z,1112022,443.22616
443.89,444.07,442.65,5051,442.94,2023-07-03T04:00:00Z,370605,443.60843
443.14,443.87,441.91,7625,441.93,2023-07-05T04:00:00Z,673063,443.295883
439.69,440.07,437.07,10275,439.39,2023-07-06T04:00:00Z,1061407,438.643062
438.52,442.64,438.305,10432,438.63,2023-07-07T04:00:00Z,1211901,440.61638
439.65,439.825,437.59,8434,438.19,2023-07-10T04:00:00Z,906011,438.896857
442.5,442.94,439.45,9722,440.455,2023-07-11T04:00:00Z,759246,441.19109
446.0,447.465,444.91,9239,446.42,2023-07-12T04:00:00Z,1025074,446.24143
449.61,450.375,447.485,10976,447.895,2023-07-13T04:00:00Z,1121925,448.919647
449.33,451.35,448.58,8850,450.6,2023-07-14T04:00:00Z,827887,449.872285
450.86,451.92,449.13,7166,449.13,2023-07-17T04:00:00Z,757125,450.597287
454.22,454.845,450.1,10919,450.53,2023-07-18T04:00:00Z,1195584,453.156001
455.05,456.425,454.4,9248,455.22,2023-07-19T04:00:00Z,911992,455.48622
452.26,455.08,451.46,10436,454.16,2023-07-20T04:00:00Z,1078576,453.319007
452.2,454.14,452.18,9567,453.93,2023-07-21T04:00:00Z,912338,453.063994
454.19,455.01,452.75,7914,453.38,2023-07-24T04:00:00Z,745375,454.081123
455.36,456.71,453.915,9710,453.95,2023-07-25T04:00:00Z,790450,455.472826
455.505,456.9,453.41,9096,454.5,2023-07-26T04:00:00Z,916421,454.815909
452.5,459.44,451.58,12615,459.08,2023-07-27T04:00:00Z,1436841,455.623687
456.91,457.78,455.12,12408,455.775,2023-07-28T04:00:00Z,1279542,456.697435
457.81,458.11,456.07,9342,457.41,2023-07-31T04:00:00Z,818144,457.03461
456.44,457.19,455.505,11207,456.32,2023-08-01T04:00:00Z,1033910,456.395853
450.16,453.495,449.36,13400,453.25,2023-08-02T04:00:00Z,1435967,451.139416
448.88,450.79,447.395,10522,448.115,2023-08-03T04:00:00Z,982821,449.168675
446.79,452.885,446.285,14064,450.705,2023-08-04T04:00:00Z,1653131,449.554333
450.68,450.86,448.01,9516,448.69,2023-08-07T04:00:00Z,931786,449.594488
448.86,449.225,445.3,10254,448.03,2023-08-08T04:00:00Z,977244,447.077591
445.74,449.16,444.96,10926,449.03,2023-08-09T04:00:00Z,1094151,447.056642
445.88,451.67,444.73,11506,448.195,2023-08-10T04:00:00Z,1315971,447.750215
445.36,446.67,443.455,9780,443.96,2023-08-11T04:00:00Z,936311,445.226033
448.1,448.1,444.385,7897,444.8,2023-08-14T04:00:00Z,790707,446.707396
442.93,446.605,442.32,10470,446.29,2023-08-15T04:00:00Z,1083858,443.918672
439.62,444.17,439.54,10289,442.47,2023-08-16T04:00:00Z,1044477,441.566912
436.26,441.375,435.75,11122,441.1,2023-08-17T04:00:00Z,1138844,438.440146
436.39,437.55,433.07,10567,433.27,2023-08-18T04:00:00Z,1189686,435.563327
439.32,440.105,435.33,10116,437.51,2023-08-21T04:00:00Z,1178587,438.113517
438.11,441.12,437.6,7034,441.115,2023-08-22T04:00:00Z,700106,438.889517
442.98,443.63,439.11,8727,439.25,2023-08-23T04:00:00Z,931675,442.219752
436.92,445.2,436.855,11310,444.85,2023-08-24T04:00:00Z,1448843,439.766925
439.98,441.26,435.01,10571,438.6,2023-08-25T04:00:00Z,1182497,438.644132
442.78,443.375,440.875,8401,442.32,2023-08-28T04:00:00Z,849212,442.087239
449.19,449.43,442.485,11948,442.705,2023-08-29T04:00:00Z,1488379,447.61562
450.96,451.66,448.81,10163,449.51,2023-08-30T04:00:00Z,1136740,450.727992
450.2,452.82,450.18,13603,451.65,2023-08-31T04:00:00Z,1232403,451.46731
451.18,453.66,449.69,7458,453.17,2023-09-01T04:00:00Z,802509,451.103329
449.26,451.045,449.185,11809,450.68,2023-09-05T04:00:00Z,1242430,450.023428
446.24,448.49,443.825,13513,448.43,2023-09-06T04:00:00Z,1609327,445.78515
444.88,445.52,442.76,11555,443.06,2023-09-07T04:00:00Z,1269234,444.462808
445.58,447.1,444.53,10336,444.89,2023-09-08T04:00:00Z,1079293,445.749096
448.54,448.77,446.5,11023,448.29,2023-09-11T04:00:00Z,1062788,447.839963
446.01,448.46,445.39,11354,446.91,2023-09-12T04:00:00Z,1282523,446.681657
446.46,447.68,445.08,9198,446.1,2023-09-13T04:00:00Z,1021666,446.583817
450.4,451.06,447.72,11776,449.08,2023-09-14T04:00:00Z,1294030,449.895849
443.305,447.42,443.02,16601,447.245,2023-09-15T04:00:00Z,2127873,444.438466
443.63,444.965,442.57,9194,443.04,2023-09-18T04:00:00Z,934550,443.811236
442.62,443.22,439.97,9669,442.78,2023-09-19T04:00:00Z,1070394,441.737185
438.52,444.435,438.43,9653,443.98,2023-09-20T04:00:00Z,1090190,441.833555
431.3,435.94,431.25,16036,435.71,2023-09-21T04:00:00Z,1755895,433.639006
430.28,434.06,430.01,10779,432.48,2023-09-22T04:00:00Z,1192890,432.049879
432.23,432.25,428.745,8558,429.13,2023-09-25T04:00:00Z,838426,430.810377
425.84,429.81,425.035,13565,429.1,2023-09-26T04:00:00Z,1533865,426.812144
425.925,427.615,422.31,12754,427.08,2023-09-27T04:00:00Z,1627458,425.23102
428.51,430.24,424.87,12142,425.56,2023-09-28T04:00:00Z,1218814,428.133518
427.3,431.82,425.94,13393,431.69,2023-09-29T04:00:00Z,1853531,428.140328
427.36,428.58,424.49,11713,426.6,2023-10-02T04:00:00Z,1136854,426.305926
421.68,426.635,420.2,11914,425.2,2023-10-03T04:00:00Z,1419038,421.965246
424.705,425.405,420.57,11514,422.07,2023-10-04T04:00:00Z,1386577,423.065792
424.31,425.37,421.21,8313,424.42,2023-10-05T04:00:00Z,1030251,423.543613
429.44,431.11,420.6,12251,422.165,2023-10-06T04:00:00Z,1659220,427.33989
432.24,432.86,427.04,8216,427.49,2023-10-09T04:00:00Z,899989,430.253701
434.47,437.205,432.53,11512,433.02,2023-10-10T04:00:00Z,1484259,435.101267
436.33,436.57,433.18,8299,435.68,2023-10-11T04:00:00Z,871580,435.093217
433.68,437.32,431.24,9888,436.86,2023-10-12T04:00:00Z,1368679,433.86534
431.625,436.39,429.9,11067,435.26,2023-10-13T04:00:00Z,1607990,432.037295
436.04,437.115,433.57,11167,433.81,2023-10-16T04:00:00Z,1328669,435.895098
436.11,438.13,432.48,9477,432.77,2023-10-17T04:00:00Z,1203633,435.462772
430.24,435.115,429.09,10500,434.05,2023-10-18T04:00:00Z,1357315,431.83497
426.43,432.82,425.74,11176,430.89,2023-10-19T04:00:00Z,1559608,428.887113
421.25,426.48,421.08,13239,425.89,2023-10-20T04:00:00Z,1939948,422.832077
420.52,424.45,417.82,12379,419.54,2023-10-23T04:00:00Z,1325831,421.528992
423.56,424.81,420.74,9569,422.69,2023-10-24T04:00:00Z,1114518,423.173975
417.62,421.91,417.03,13261,421.91,2023-10-25T04:00:00Z,1306827,418.898728
412.6,417.29,411.71,14677,416.46,2023-10-26T04:00:00Z,2260803,414.124279
410.76,414.57,409.24,14357,414.385,2023-10-27T04:00:00Z,1810349,411.014556
415.64,416.67,412.27,12576,413.56,2023-10-30T04:00:00Z,1450213,415.021173
418.18,418.5,414.21,11854,416.17,2023-10-31T04:00:00Z,1403280,417.191216
